Disc Threshold [V]	D2, v1J2, 08.12. First	D2, v1J2, 08.12. First
Dwell time [s]	25k shots	25k shots
Number of channels Number of Scans  D2 v 1 J 2 29.2V 3.28A Au 788C Knnew  ?C Kn  e-2mbar (base 1.5e-2) x=35mm y=35.5mm z=512mm D2/RGA 9.0e-10 torr (base 1.6e-11) 500: 9.3e-9 mbar		power corrected
48.22	5	1.81957561240608E-4
48.24	2	7.27830244962433E-5
48.26	-1	-3.63915122481216E-5
48.28	2	7.27830244962433E-5
48.3	3	1.09174536744365E-4
48.32	3	1.09174536744365E-4
48.34	-3	-1.09174536744365E-4
48.36	-2	-7.27830244962433E-5
48.38	3	1.09174536744365E-4
48.4	11	4.00306634729338E-4
48.42	-1	-3.63915122481216E-5
48.44	-8	-2.91132097984973E-4
48.46	-8	-2.91132097984973E-4
48.48	4	1.45566048992487E-4
48.5	-5	-1.81957561240608E-4
48.52	-4	-1.45566048992487E-4
48.54	2	7.27830244962433E-5
48.56	-2	-7.27830244962433E-5
48.58	2	7.27830244962433E-5
48.6	-2	-7.27830244962433E-5
48.62	2	7.27830244962433E-5
48.64	-2	-7.27830244962433E-5
48.66	-1	-3.63915122481216E-5
48.68	1	3.63915122481216E-5
48.7	-2	-7.27830244962433E-5
48.72	5	1.81957561240608E-4
48.74	1	3.63915122481216E-5
48.76	7	2.54740585736851E-4
48.78	7	2.54740585736851E-4
48.8	6	2.1834907348873E-4
48.82	-2	-7.27830244962433E-5
48.84	-5	-1.81957561240608E-4
48.86	-1	-3.63915122481216E-5
48.88	-1	-3.63915122481216E-5
48.9	2	7.27830244962433E-5
48.92	10	3.63915122481216E-4
48.94	-3	-1.09174536744365E-4
48.96	-4	-1.45566048992487E-4
48.98	3	1.09174536744365E-4
49	1	3.63915122481216E-5
49.02	3	1.09174536744365E-4
49.04	-2	-7.27830244962433E-5
49.06	-9	-3.27523610233095E-4
49.08	4	1.45566048992487E-4
49.1	4	1.45566048992487E-4
49.12	-1	-3.63915122481216E-5
49.14	0	0
49.16	-6	-2.1834907348873E-4
49.18	-1	-3.63915122481216E-5
49.2	1	3.63915122481216E-5
49.22	6	2.1834907348873E-4
49.24	2	7.27830244962433E-5
49.26	1	3.63915122481216E-5
49.28	-4	-1.45566048992487E-4
49.3	0	0
49.32	0	0
49.34	1	3.63915122481216E-5
49.36	-2	-7.27830244962433E-5
49.38	-7	-2.54740585736851E-4
49.4	3	1.09174536744365E-4
49.42	1	3.63915122481216E-5
49.44	2	7.27830244962433E-5
49.46	3	1.09174536744365E-4
49.48	5	1.81957561240608E-4
49.5	-1	-3.63915122481216E-5
49.52	-4	-1.45566048992487E-4
49.54	0	0
49.56	1	3.63915122481216E-5
49.58	-2	-7.27830244962433E-5
49.6	0	0
49.62	2	7.27830244962433E-5
49.64	1	3.63915122481216E-5
49.66	4	1.45566048992487E-4
49.68	2	7.27830244962433E-5
49.7	2	7.27830244962433E-5
49.72	8	2.91132097984973E-4
49.74	9	3.27523610233095E-4
49.76	1	3.63915122481216E-5
49.78	-3	-1.09174536744365E-4
49.8	-1	-3.63915122481216E-5
49.82	-6	-2.1834907348873E-4
49.84	-3	-1.09174536744365E-4
49.86	2	7.27830244962433E-5
49.88	-1	-3.63915122481216E-5
49.9	-5	-1.81957561240608E-4
49.92	2	7.27830244962433E-5
49.94	-2	-7.27830244962433E-5
49.96	-7	-2.54740585736851E-4
49.98	-6	-2.1834907348873E-4
50	0	0
50.02	0	0
50.04	-4	-1.45566048992487E-4
50.06	-3	-1.09174536744365E-4
50.08	0	0
50.1	-3	-1.09174536744365E-4
50.12	-5	-1.81957561240608E-4
50.14	-1	-3.63915122481216E-5
50.16	-2	-7.27830244962433E-5
50.18	-6	-2.1834907348873E-4
50.2	-4	-1.45566048992487E-4
50.22	-3	-1.09174536744365E-4
50.24	-6	-2.1834907348873E-4
50.26	-3	-1.09174536744365E-4
50.28	0	0
50.3	4	1.45566048992487E-4
50.32	10	3.63915122481216E-4
50.34	-2	-7.27830244962433E-5
50.36	-6	-2.1834907348873E-4
50.38	-9	-3.27523610233095E-4
50.4	-8	-2.91132097984973E-4
50.42	-5	-1.81957561240608E-4
50.44	2	7.27830244962433E-5
50.46	0	0
50.48	4	1.45566048992487E-4
50.5	1	3.63915122481216E-5
50.52	-3	-1.09174536744365E-4
50.54	-2	-7.27830244962433E-5
50.56	3	1.09174536744365E-4
50.58	-12	-4.3669814697746E-4
50.6	-11	-4.00306634729338E-4
50.62	5	1.81957561240608E-4
50.64	6	2.1834907348873E-4
50.66	-5	-1.81957561240608E-4
50.68	2	7.27830244962433E-5
50.7	3	1.09174536744365E-4
50.72	-3	-1.09174536744365E-4
50.74	1	3.63915122481216E-5
50.76	6	2.1834907348873E-4
50.78	3	1.09174536744365E-4
50.8	4	1.45566048992487E-4
50.82	0	0
50.84	-7	-2.54740585736851E-4
50.86	-5	-1.81957561240608E-4
50.88	-3	-1.09174536744365E-4
50.9	0	0
50.92	-3	-1.09174536744365E-4
50.94	0	0
50.96	5	1.81957561240608E-4
50.98	-2	-7.27830244962433E-5
51	-1	-3.63915122481216E-5
51.02	4	1.45566048992487E-4
51.04	-5	-1.81957561240608E-4
51.06	1	3.63915122481216E-5
51.08	1	3.63915122481216E-5
51.1	-5	-1.81957561240608E-4
51.12	-5	-1.81957561240608E-4
51.14	-3	-1.09174536744365E-4
51.16	-1	-3.63915122481216E-5
51.18	-9	-3.27523610233095E-4
51.2	-8	-2.91132097984973E-4
51.22	3	1.09174536744365E-4
51.24	3	1.09174536744365E-4
51.26	-5	-1.81957561240608E-4
51.28	-1	-3.63915122481216E-5
51.3	0	0
51.32	-1	-3.63915122481216E-5
51.34	-4	-1.45566048992487E-4
51.36	2	7.27830244962433E-5
51.38	4	1.45566048992487E-4
51.4	8	2.91132097984973E-4
51.42	8	2.91132097984973E-4
51.44	2	7.27830244962433E-5
51.46	0	0
51.48	3	1.09174536744365E-4
51.5	2	7.27830244962433E-5
51.52	-6	-2.1834907348873E-4
51.54	1	3.63915122481216E-5
51.56	1	3.63915122481216E-5
51.58	0	0
51.6	-5	-1.81957561240608E-4
51.62	-7	-2.54740585736851E-4
51.64	-1	-3.63915122481216E-5
51.66	-5	-1.81957561240608E-4
51.68	1	3.63915122481216E-5
51.7	-2	-7.27830244962433E-5
51.72	-4	-1.45566048992487E-4
51.74	0	0
51.76	1	3.63915122481216E-5
51.78	1	3.63915122481216E-5
51.8	-3	-1.09174536744365E-4
51.82	-3	-1.09174536744365E-4
51.84	10	3.63915122481216E-4
51.86	7	2.54740585736851E-4
51.88	-3	-1.09174536744365E-4
51.9	4	1.45566048992487E-4
51.92	0	0
51.94	1	3.63915122481216E-5
51.96	-1	-3.63915122481216E-5
51.98	1	3.63915122481216E-5
52	4	1.45566048992487E-4
52.02	1	3.63915122481216E-5
52.04	4	1.45566048992487E-4
52.06	6	2.1834907348873E-4
52.08	6	2.1834907348873E-4
52.1	-6	-2.1834907348873E-4
52.12	3	1.09174536744365E-4
52.14	1	3.63915122481216E-5
52.16	-2	-7.27830244962433E-5
52.18	1	3.63915122481216E-5
52.2	-1	-3.63915122481216E-5
52.22	7	2.54740585736851E-4
52.24	4	1.45566048992487E-4
52.26	-2	-7.27830244962433E-5
52.28	-3	-1.09174536744365E-4
52.3	-4	-1.45566048992487E-4
52.32	0	0
52.34	13	4.73089659225581E-4
52.36	6	2.1834907348873E-4
52.38	0	0
52.4	-4	-1.45566048992487E-4
52.42	0	0
52.44	0	0
52.46	-8	-2.91132097984973E-4
52.48	0	0
52.5	-1	-3.63915122481216E-5
52.52	4	1.45566048992487E-4
52.54	4	1.45566048992487E-4
52.56	3	1.09174536744365E-4
52.58	-3	-1.09174536744365E-4
52.6	0	0
52.62	-2	-7.27830244962433E-5
52.64	1	3.63915122481216E-5
52.66	2	7.27830244962433E-5
52.68	11	4.00306634729338E-4
52.7	11	4.00306634729338E-4
52.72	0	0
52.74	1	3.63915122481216E-5
52.76	-1	-3.63915122481216E-5
52.78	5	1.81957561240608E-4
52.8	3	1.09174536744365E-4
52.82	3	1.09174536744365E-4
52.84	3	1.09174536744365E-4
52.86	5	1.81957561240608E-4
52.88	3	1.09174536744365E-4
52.9	4	1.45566048992487E-4
52.92	-1	-3.63915122481216E-5
52.94	-7	-2.54740585736851E-4
52.96	0	0
52.98	1	3.63915122481216E-5
53	0	0
53.02	-3	-1.09174536744365E-4
53.04	-5	-1.81957561240608E-4
53.06	2	7.27830244962433E-5
53.08	2	7.27830244962433E-5
53.1	1	3.63915122481216E-5
53.12	2	7.27830244962433E-5
53.14	3	1.09174536744365E-4
53.16	-4	-1.45566048992487E-4
53.18	2	7.27830244962433E-5
53.2	1	3.63915122481216E-5
53.22	1	3.63915122481216E-5
53.24	0	0
53.26	9	3.27523610233095E-4
53.28	-2	-7.27830244962433E-5
53.3	2	7.27830244962433E-5
53.32	1	3.63915122481216E-5
53.34	4	1.45566048992487E-4
53.36	1	3.63915122481216E-5
53.38	-5	-1.81957561240608E-4
53.4	-5	-1.81957561240608E-4
53.42	-3	-1.09174536744365E-4
53.44	0	0
53.46	0	0
53.48	5	1.81957561240608E-4
53.5	1	3.63915122481216E-5
53.52	-5	-1.81957561240608E-4
53.54	0	0
53.56	-2	-7.27830244962433E-5
53.58	-1	-3.63915122481216E-5
53.6	1	3.63915122481216E-5
53.62	-5	-1.81957561240608E-4
53.64	3	1.09174536744365E-4
53.66	0	0
53.68	1	3.63915122481216E-5
53.7	0	0
53.72	3	1.09174536744365E-4
53.74	1	3.63915122481216E-5
53.76	0	0
53.78	-5	-1.81957561240608E-4
53.8	1	3.63915122481216E-5
53.82	-1	-3.63915122481216E-5
53.84	-10	-3.63915122481216E-4
53.86	-4	-1.45566048992487E-4
53.88	-10	-3.63915122481216E-4
53.9	-2	-7.27830244962433E-5
53.92	4	1.45566048992487E-4
53.94	6	2.1834907348873E-4
53.96	-1	-3.63915122481216E-5
53.98	-5	-1.81957561240608E-4
54	2	7.27830244962433E-5
54.02	0	0
54.04	-2	-7.27830244962433E-5
54.06	2	7.27830244962433E-5
54.08	-2	-7.27830244962433E-5
54.1	-2	-7.27830244962433E-5
54.12	-6	-2.1834907348873E-4
54.14	-2	-7.27830244962433E-5
54.16	1	3.63915122481216E-5
54.18	2	7.27830244962433E-5
54.2	4	1.45566048992487E-4
54.22	-5	-1.81957561240608E-4
54.24	-4	-1.45566048992487E-4
54.26	-6	-2.1834907348873E-4
54.28	8	2.91132097984973E-4
54.3	3	1.09174536744365E-4
54.32	2	7.27830244962433E-5
54.34	2	7.27830244962433E-5
54.36	5	1.81957561240608E-4
54.38	3	1.09174536744365E-4
54.4	5	1.81957561240608E-4
54.42	3	1.09174536744365E-4
54.44	1	3.63915122481216E-5
54.46	3	1.09174536744365E-4
54.48	1	3.63915122481216E-5
54.5	2	7.27830244962433E-5
54.52	2	7.27830244962433E-5
54.54	1	3.63915122481216E-5
54.56	-3	-1.09174536744365E-4
54.58	-2	-7.27830244962433E-5
54.6	2	7.27830244962433E-5
54.62	-5	-1.81957561240608E-4
54.64	-1	-3.63915122481216E-5
54.66	0	0
54.68	-3	-1.09174536744365E-4
54.7	-6	-2.1834907348873E-4
54.72	-2	-7.27830244962433E-5
54.74	-1	-3.63915122481216E-5
54.76	-3	-1.09174536744365E-4
54.78	-5	-1.81957561240608E-4
54.8	0	0
54.82	2	7.27830244962433E-5
54.84	-1	-3.63915122481216E-5
54.86	-4	-1.45566048992487E-4
54.88	1	3.63915122481216E-5
54.9	3	1.09174536744365E-4
54.92	0	0
54.94	-1	-3.63915122481216E-5
54.96	-2	-7.27830244962433E-5
54.98	2	7.27830244962433E-5
55	5	1.81957561240608E-4
55.02	-3	-1.09174536744365E-4
55.04	4	1.45566048992487E-4
55.06	2	7.27830244962433E-5
55.08	-1	-3.63915122481216E-5
55.1	1	3.63915122481216E-5
55.12	0	0
55.14	-3	-1.09174536744365E-4
55.16	2	7.27830244962433E-5
55.18	-3	-1.09174536744365E-4
55.2	1	3.63915122481216E-5
55.22	4	1.45566048992487E-4
55.24	12	4.3669814697746E-4
55.26	2	7.27830244962433E-5
55.28	0	0
55.3	4	1.45566048992487E-4
55.32	-9	-3.27523610233095E-4
55.34	1	3.63915122481216E-5
55.36	0	0
55.38	-1	-3.63915122481216E-5
55.4	1	3.63915122481216E-5
55.42	5	1.81957561240608E-4
55.44	0	0
55.46	1	3.63915122481216E-5
55.48	-4	-1.45566048992487E-4
55.5	5	1.81957561240608E-4
55.52	3	1.09174536744365E-4
55.54	1	3.63915122481216E-5
55.56	-1	-3.63915122481216E-5
55.58	7	2.54740585736851E-4
55.6	4	1.45566048992487E-4
55.62	6	2.1834907348873E-4
55.64	5	1.81957561240608E-4
55.66	-5	-1.81957561240608E-4
55.68	2	7.27830244962433E-5
55.7	2	7.27830244962433E-5
55.72	-4	-1.45566048992487E-4
55.74	3	1.09174536744365E-4
55.76	3	1.09174536744365E-4
55.78	0	0
55.8	-4	-1.45566048992487E-4
55.82	-3	-1.09174536744365E-4
55.84	-4	-1.45566048992487E-4
55.86	-8	-2.91132097984973E-4
55.88	0	0
55.9	0	0
55.92	6	2.1834907348873E-4
55.94	-5	-1.81957561240608E-4
55.96	-2	-7.27830244962433E-5
55.98	1	3.63915122481216E-5
56	3	1.09174536744365E-4
56.02	0	0
56.04	-2	-7.27830244962433E-5
56.06	-1	-3.63915122481216E-5
56.08	-5	-1.81957561240608E-4
56.1	-1	-3.63915122481216E-5
56.12	2	7.27830244962433E-5
56.14	11	4.00306634729338E-4
56.16	4	1.45566048992487E-4
56.18	3	1.09174536744365E-4
56.2	-3	-1.09174536744365E-4
56.22	-1	-3.63915122481216E-5
56.24	2	7.27830244962433E-5
56.26	4	1.45566048992487E-4
56.28	-2	-7.27830244962433E-5
56.3	5	1.81957561240608E-4
56.32	4	1.45566048992487E-4
56.34	3	1.09174536744365E-4
56.36	-3	-1.09174536744365E-4
56.38	-6	-2.1834907348873E-4
56.4	1	3.63915122481216E-5
56.42	-2	-7.27830244962433E-5
56.44	0	0
56.46	-1	-3.63915122481216E-5
56.48	-1	-3.63915122481216E-5
56.5	1	3.63915122481216E-5
56.52	0	0
56.54	-1	-3.63915122481216E-5
56.56	-3	-1.09174536744365E-4
56.58	2	7.27830244962433E-5
56.6	-4	-1.45566048992487E-4
56.62	0	0
56.64	3	1.09174536744365E-4
56.66	4	1.45566048992487E-4
56.68	-4	-1.45566048992487E-4
56.7	-2	-7.27830244962433E-5
56.72	2	7.27830244962433E-5
56.74	-3	-1.09174536744365E-4
56.76	-1	-3.63915122481216E-5
56.78	6	2.1834907348873E-4
56.8	7	2.54740585736851E-4
56.82	2	7.27830244962433E-5
56.84	-2	-7.27830244962433E-5
56.86	2	7.27830244962433E-5
56.88	2	7.27830244962433E-5
56.9	-8	-2.91132097984973E-4
56.92	-4	-1.45566048992487E-4
56.94	-7	-2.54740585736851E-4
56.96	-1	-3.63915122481216E-5
56.98	4	1.45566048992487E-4
57	1	3.63915122481216E-5
57.02	-1	-3.63915122481216E-5
57.04	2	7.27830244962433E-5
57.06	1	3.63915122481216E-5
57.08	-2	-7.27830244962433E-5
57.1	-3	-1.09174536744365E-4
57.12	-2	-7.27830244962433E-5
57.14	3	1.09174536744365E-4
57.16	2	7.27830244962433E-5
57.18	-3	-1.09174536744365E-4
57.2	-3	-1.09174536744365E-4
57.22	0	0
57.24	1	3.63915122481216E-5
57.26	8	2.91132097984973E-4
57.28	-3	-1.09174536744365E-4
57.3	-6	-2.1834907348873E-4
57.32	-1	-3.63915122481216E-5
57.34	1	3.63915122481216E-5
57.36	0	0
57.38	4	1.45566048992487E-4
57.4	2	7.27830244962433E-5
57.42	3	1.09174536744365E-4
57.44	2	7.27830244962433E-5
57.46	1	3.63915122481216E-5
57.48	1	3.63915122481216E-5
57.5	-1	-3.63915122481216E-5
57.52	0	0
57.54	-2	-7.27830244962433E-5
57.56	1	3.63915122481216E-5
57.58	1	3.63915122481216E-5
57.6	1	3.63915122481216E-5
57.62	7	2.54740585736851E-4
57.64	4	1.45566048992487E-4
57.66	1	3.63915122481216E-5
57.68	8	2.91132097984973E-4
57.7	0	0
57.72	8	2.91132097984973E-4
57.74	7	2.54740585736851E-4
57.76	3	1.09174536744365E-4
57.78	3	1.09174536744365E-4
57.8	-4	-1.45566048992487E-4
57.82	-6	-2.1834907348873E-4
57.84	4	1.45566048992487E-4
57.86	1	3.63915122481216E-5
57.88	-5	-1.81957561240608E-4
57.9	-1	-3.63915122481216E-5
57.92	-3	-1.09174536744365E-4
57.94	1	3.63915122481216E-5
57.96	6	2.1834907348873E-4
57.98	-1	-3.63915122481216E-5
58	3	1.09174536744365E-4
58.02	0	0
58.04	-4	-1.45566048992487E-4
58.06	-2	-7.27830244962433E-5
58.08	3	1.09174536744365E-4
58.1	4	1.45566048992487E-4
58.12	1	3.63915122481216E-5
58.14	-7	-2.54740585736851E-4
58.16	-5	-1.81957561240608E-4
58.18	0	0
58.2	3	1.09174536744365E-4
58.22	1	3.63915122481216E-5
58.24	1	3.63915122481216E-5
58.26	-3	-1.09174536744365E-4
58.28	-1	-3.63915122481216E-5
58.3	-2	-7.27830244962433E-5
58.32	-3	-1.09174536744365E-4
58.34	-10	-3.63915122481216E-4
58.36	4	1.45566048992487E-4
58.38	3	1.09174536744365E-4
58.4	2	7.27830244962433E-5
58.42	-2	-7.27830244962433E-5
58.44	0	0
58.46	0	0
58.48	1	3.63915122481216E-5
58.5	-1	-3.63915122481216E-5
58.52	3	1.09174536744365E-4
58.54	4	1.45566048992487E-4
58.56	5	1.81957561240608E-4
58.58	-6	-2.1834907348873E-4
58.6	4	1.45566048992487E-4
58.62	0	0
58.64	5	1.81957561240608E-4
58.66	-1	-3.63915122481216E-5
58.68	-1	-3.63915122481216E-5
58.7	1	3.63915122481216E-5
58.72	-7	-2.54740585736851E-4
58.74	-1	-3.63915122481216E-5
58.76	0	0
58.78	5	1.81957561240608E-4
58.8	5	1.81957561240608E-4
58.82	1	3.63915122481216E-5
58.84	1	3.63915122481216E-5
58.86	-1	-3.63915122481216E-5
58.88	3	1.09174536744365E-4
58.9	5	1.81957561240608E-4
58.92	-4	-1.45566048992487E-4
58.94	-1	-3.63915122481216E-5
58.96	5	1.81957561240608E-4
58.98	-1	-3.63915122481216E-5
59	5	1.81957561240608E-4
59.02	4	1.45566048992487E-4
59.04	-3	-1.09174536744365E-4
59.06	2	7.27830244962433E-5
59.08	-1	-3.63915122481216E-5
59.1	-5	-1.81957561240608E-4
59.12	-7	-2.54740585736851E-4
59.14	0	0
59.16	-1	-3.63915122481216E-5
59.18	-2	-7.27830244962433E-5
59.2	0	0
59.22	4	1.45566048992487E-4
59.24	4	1.45566048992487E-4
59.26	3	1.09174536744365E-4
59.28	0	0
59.3	0	0
59.32	-2	-7.27830244962433E-5
59.34	3	1.09174536744365E-4
59.36	5	1.81957561240608E-4
59.38	-3	-1.09174536744365E-4
59.4	-1	-3.63915122481216E-5
59.42	-1	-3.63915122481216E-5
59.44	1	3.63915122481216E-5
59.46	3	1.09174536744365E-4
59.48	6	2.1834907348873E-4
59.5	2	7.27830244962433E-5
59.52	-1	-3.63915122481216E-5
59.54	-5	-1.81957561240608E-4
59.56	0	0
59.58	2	7.27830244962433E-5
59.6	4	1.45566048992487E-4
59.62	5	1.81957561240608E-4
59.64	4	1.45566048992487E-4
59.66	5	1.81957561240608E-4
59.68	5	1.81957561240608E-4
59.7	2	7.27830244962433E-5
59.72	3	1.09174536744365E-4
59.74	-5	-1.81957561240608E-4
59.76	-8	-2.91132097984973E-4
59.78	-3	-1.09174536744365E-4
59.8	-1	-3.63915122481216E-5
59.82	-1	-3.63915122481216E-5
59.84	5	1.81957561240608E-4
59.86	-1	-3.63915122481216E-5
59.88	-4	-1.45566048992487E-4
59.9	-1	-3.63915122481216E-5
59.92	4	1.45566048992487E-4
59.94	-1	-3.63915122481216E-5
59.96	2	7.27830244962433E-5
59.98	-1	-3.63915122481216E-5
60	1	3.63915122481216E-5
60.02	0	0
60.04	-4	-1.45566048992487E-4
60.06	-2	-7.27830244962433E-5
60.08	0	0
60.1	-1	-3.63915122481216E-5
60.12	-4	-1.45566048992487E-4
60.14	-2	-7.27830244962433E-5
60.16	-7	-2.54740585736851E-4
60.18	-2	-7.27830244962433E-5
60.2	3	1.09174536744365E-4
60.22	-3	-1.09174536744365E-4
60.24	2	7.27830244962433E-5
60.26	6	2.1834907348873E-4
60.28	6	2.1834907348873E-4
60.3	-5	-1.81957561240608E-4
60.32	-9	-3.27523610233095E-4
60.34	-4	-1.45566048992487E-4
60.36	-1	-3.63915122481216E-5
60.38	2	7.27830244962433E-5
60.4	0	0
60.42	2	7.27830244962433E-5
60.44	1	3.63915122481216E-5
60.46	0	0
60.48	0	0
60.5	-2	-7.27830244962433E-5
60.52	6	2.1834907348873E-4
60.54	-1	-3.63915122481216E-5
60.56	-6	-2.1834907348873E-4
60.58	4	1.45566048992487E-4
60.6	9	3.27523610233095E-4
60.62	7	2.54740585736851E-4
60.64	4	1.45566048992487E-4
60.66	5	1.81957561240608E-4
60.68	-3	-1.09174536744365E-4
60.7	-4	-1.45566048992487E-4
60.72	8	2.91132097984973E-4
60.74	8	2.91132097984973E-4
60.76	0	0
60.78	-7	-2.54740585736851E-4
60.8	-5	-1.81957561240608E-4
60.82	2	7.27830244962433E-5
60.84	0	0
60.86	2	7.27830244962433E-5
60.88	-4	-1.45566048992487E-4
60.9	-4	-1.45566048992487E-4
60.92	0	0
60.94	1	3.63915122481216E-5
60.96	0	0
60.98	2	7.27830244962433E-5
61	-1	-3.63915122481216E-5
61.02	1	3.63915122481216E-5
61.04	1	3.63915122481216E-5
61.06	3	1.09174536744365E-4
61.08	4	1.45566048992487E-4
61.1	1	3.63915122481216E-5
61.12	5	1.81957561240608E-4
61.14	-1	-3.63915122481216E-5
61.16	4	1.45566048992487E-4
61.18	3	1.09174536744365E-4
61.2	13	4.73089659225581E-4
61.22	4	1.45566048992487E-4
61.24	-3	-1.09174536744365E-4
61.26	-1	-3.63915122481216E-5
61.28	-7	-2.54740585736851E-4
61.3	1	3.63915122481216E-5
61.32	7	2.54740585736851E-4
61.34	3	1.09174536744365E-4
61.36	3	1.09174536744365E-4
61.38	6	2.1834907348873E-4
61.4	7	2.54740585736851E-4
61.42	3	1.09174536744365E-4
61.44	-1	-3.63915122481216E-5
61.46	3	1.09174536744365E-4
61.48	-3	-1.09174536744365E-4
61.5	2	7.27830244962433E-5
61.52	6	2.1834907348873E-4
61.54	3	1.09174536744365E-4
61.56	6	2.1834907348873E-4
61.58	1	3.63915122481216E-5
61.6	0	0
61.62	3	1.09174536744365E-4
61.64	-1	-3.63915122481216E-5
61.66	0	0
61.68	-1	-3.63915122481216E-5
61.7	6	2.1834907348873E-4
61.72	2	7.27830244962433E-5
61.74	5	1.81957561240608E-4
61.76	2	7.27830244962433E-5
61.78	6	2.1834907348873E-4
61.8	-3	-1.09174536744365E-4
61.82	0	0
61.84	2	7.27830244962433E-5
61.86	0	0
61.88	-2	-7.27830244962433E-5
61.9	-5	-1.81957561240608E-4
61.92	1	3.63915122481216E-5
61.94	3	1.09174536744365E-4
61.96	-3	-1.09174536744365E-4
61.98	3	1.09174536744365E-4
62	-2	-7.27830244962433E-5
62.02	-2	-7.27830244962433E-5
62.04	1	3.63915122481216E-5
62.06	1	3.63915122481216E-5
62.08	2	7.27830244962433E-5
62.1	-1	-3.63915122481216E-5
62.12	7	2.54740585736851E-4
62.14	0	0
62.16	-2	-7.27830244962433E-5
62.18	0	0
62.2	4	1.45566048992487E-4
62.22	3	1.09174536744365E-4
62.24	2	7.27830244962433E-5
62.26	-2	-7.27830244962433E-5
62.28	-1	-3.63915122481216E-5
62.3	-4	-1.45566048992487E-4
62.32	-5	-1.81957561240608E-4
62.34	-2	-7.27830244962433E-5
62.36	-1	-3.63915122481216E-5
62.38	-1	-3.63915122481216E-5
62.4	-3	-1.09174536744365E-4
62.42	-3	-1.09174536744365E-4
62.44	-1	-3.63915122481216E-5
62.46	1	3.63915122481216E-5
62.48	2	7.27830244962433E-5
62.5	0	0
62.52	4	1.45566048992487E-4
62.54	1	3.63915122481216E-5
62.56	-1	-3.63915122481216E-5
62.58	5	1.81957561240608E-4
62.6	3	1.09174536744365E-4
62.62	-2	-7.27830244962433E-5
62.64	1	3.63915122481216E-5
62.66	5	1.81957561240608E-4
62.68	6	2.1834907348873E-4
62.7	5	1.81957561240608E-4
62.72	6	2.1834907348873E-4
62.74	0	0
62.76	1	3.63915122481216E-5
62.78	5	1.81957561240608E-4
62.8	0	0
62.82	3	1.09174536744365E-4
62.84	0	0
62.86	-4	-1.45566048992487E-4
62.88	-2	-7.27830244962433E-5
62.9	-5	-1.81957561240608E-4
62.92	1	3.63915122481216E-5
62.94	1	3.63915122481216E-5
62.96	1	3.63915122481216E-5
62.98	3	1.09174536744365E-4
63	-3	-1.09174536744365E-4
63.02	-2	-7.27830244962433E-5
63.04	-4	-1.45566048992487E-4
63.06	-7	-2.54740585736851E-4
63.08	-8	-2.91132097984973E-4
63.1	-4	-1.45566048992487E-4
63.12	0	0
63.14	2	7.27830244962433E-5
63.16	-1	-3.63915122481216E-5
63.18	2	7.27830244962433E-5
63.2	1	3.63915122481216E-5
63.22	0	0
63.24	-2	-7.27830244962433E-5
63.26	1	3.63915122481216E-5
63.28	2	7.27830244962433E-5
63.3	2	7.27830244962433E-5
63.32	-5	-1.81957561240608E-4
63.34	-4	-1.45566048992487E-4
63.36	-2	-7.27830244962433E-5
63.38	3	1.09174536744365E-4
63.4	2	7.27830244962433E-5
63.42	1	3.63915122481216E-5
63.44	3	1.09174536744365E-4
63.46	-5	-1.81957561240608E-4
63.48	3	1.09174536744365E-4
63.5	10	3.63915122481216E-4
63.52	1	3.63915122481216E-5
63.54	-7	-2.54740585736851E-4
63.56	-1	-3.63915122481216E-5
63.58	-5	-1.81957561240608E-4
63.6	-3	-1.09174536744365E-4
63.62	7	2.54740585736851E-4
63.64	4	1.45566048992487E-4
63.66	-1	-3.63915122481216E-5
63.68	1	3.63915122481216E-5
63.7	4	1.45566048992487E-4
63.72	1	3.63915122481216E-5
63.74	-2	-7.27830244962433E-5
63.76	1	3.63915122481216E-5
63.78	4	1.45566048992487E-4
63.8	-3	-1.09174536744365E-4
63.82	0	0
63.84	5	1.81957561240608E-4
63.86	0	0
63.88	4	1.45566048992487E-4
63.9	5	1.81957561240608E-4
63.92	4	1.45566048992487E-4
63.94	5	1.81957561240608E-4
63.96	1	3.63915122481216E-5
63.98	0	0
64	-1	-3.63915122481216E-5
64.02	2	7.27830244962433E-5
64.04	2	7.27830244962433E-5
64.06	-2	-7.27830244962433E-5
64.08	1	3.63915122481216E-5
64.1	0	0
64.12	0	0
64.14	4	1.45566048992487E-4
64.16	1	3.63915122481216E-5
64.18	-4	-1.45566048992487E-4
64.2	-4	-1.45566048992487E-4
64.22	3	1.09174536744365E-4
64.24	5	1.81957561240608E-4
64.26	4	1.45566048992487E-4
64.28	0	0
64.3	1	3.63915122481216E-5
64.32	0	0
64.34	-1	-3.63915122481216E-5
64.36	-1	-3.63915122481216E-5
64.38	2	7.27830244962433E-5
64.4	2	7.27830244962433E-5
64.42	-1	-3.63915122481216E-5
64.44	-4	-1.45566048992487E-4
64.46	-5	-1.81957561240608E-4
64.48	-1	-3.63915122481216E-5
64.5	2	7.27830244962433E-5
64.52	-6	-2.1834907348873E-4
64.54	-8	-2.91132097984973E-4
64.56	-4	-1.45566048992487E-4
64.58	1	3.63915122481216E-5
64.6	-5	-1.81957561240608E-4
64.62	-1	-3.63915122481216E-5
64.64	-2	-7.27830244962433E-5
64.66	2	7.27830244962433E-5
64.68	1	3.63915122481216E-5
