Time [µs]	D2, v1J2	D2, v1J2, FIrst
	25k shots	counts per shot
Laser Power [mJ]		power corrected
32.98	0	0
33	10	2.98855347155559E-4
33.02	-14	-4.18397486017782E-4
33.04	1	2.98855347155559E-5
33.06	-2	-5.97710694311118E-5
33.08	-21	-6.27596229026674E-4
33.1	-6	-1.79313208293335E-4
33.12	-25	-7.47138367888897E-4
33.14	-4	-1.19542138862224E-4
33.16	-5	-1.49427673577779E-4
33.18	2	5.97710694311118E-5
33.2	-2	-5.97710694311118E-5
33.22	4	1.19542138862224E-4
33.24	6	1.79313208293335E-4
33.26	-4	-1.19542138862224E-4
33.28	-11	-3.28740881871115E-4
33.3	-1	-2.98855347155559E-5
33.32	-6	-1.79313208293335E-4
33.34	12	3.58626416586671E-4
33.36	11	3.28740881871115E-4
33.38	10	2.98855347155559E-4
33.4	-15	-4.48283020733338E-4
33.42	-6	-1.79313208293335E-4
33.44	-6	-1.79313208293335E-4
33.46	0	0
33.48	-2	-5.97710694311118E-5
33.5	17	5.0805409016445E-4
33.52	11	3.28740881871115E-4
33.54	14	4.18397486017782E-4
33.56	4	1.19542138862224E-4
33.58	6	1.79313208293335E-4
33.6	-4	-1.19542138862224E-4
33.62	-14	-4.18397486017782E-4
33.64	-6	-1.79313208293335E-4
33.66	9	2.68969812440003E-4
33.68	5	1.49427673577779E-4
33.7	-16	-4.78168555448894E-4
33.72	-7	-2.09198743008891E-4
33.74	16	4.78168555448894E-4
33.76	-6	-1.79313208293335E-4
33.78	1	2.98855347155559E-5
33.8	8	2.39084277724447E-4
33.82	-9	-2.68969812440003E-4
33.84	-7	-2.09198743008891E-4
33.86	4	1.19542138862224E-4
33.88	4	1.19542138862224E-4
33.9	-4	-1.19542138862224E-4
33.92	-6	-1.79313208293335E-4
33.94	3	8.96566041466677E-5
33.96	-11	-3.28740881871115E-4
33.98	-7	-2.09198743008891E-4
34	5	1.49427673577779E-4
34.02	17	5.0805409016445E-4
34.04	22	6.5748176374223E-4
34.06	3	8.96566041466677E-5
34.08	-2	-5.97710694311118E-5
34.1	20	5.97710694311118E-4
34.12	2	5.97710694311118E-5
34.14	-11	-3.28740881871115E-4
34.16	-1	-2.98855347155559E-5
34.18	4	1.19542138862224E-4
34.2	6	1.79313208293335E-4
34.22	13	3.88511951302227E-4
34.24	10	2.98855347155559E-4
34.26	5	1.49427673577779E-4
34.28	-13	-3.88511951302227E-4
34.3	-9	-2.68969812440003E-4
34.32	-15	-4.48283020733338E-4
34.34	-9	-2.68969812440003E-4
34.36	-10	-2.98855347155559E-4
34.38	12	3.58626416586671E-4
34.4	9	2.68969812440003E-4
34.42	-5	-1.49427673577779E-4
34.44	11	3.28740881871115E-4
34.46	2	5.97710694311118E-5
34.48	-2	-5.97710694311118E-5
34.5	12	3.58626416586671E-4
34.52	3	8.96566041466677E-5
34.54	-10	-2.98855347155559E-4
34.56	-17	-5.0805409016445E-4
34.58	-17	-5.0805409016445E-4
34.6	14	4.18397486017782E-4
34.62	-6	-1.79313208293335E-4
34.64	7	2.09198743008891E-4
34.66	18	5.37939624880006E-4
34.68	5	1.49427673577779E-4
34.7	-1	-2.98855347155559E-5
34.72	-17	-5.0805409016445E-4
34.74	6	1.79313208293335E-4
34.76	6	1.79313208293335E-4
34.78	-1	-2.98855347155559E-5
34.8	12	3.58626416586671E-4
34.82	-4	-1.19542138862224E-4
34.84	-8	-2.39084277724447E-4
34.86	-1	-2.98855347155559E-5
34.88	0	0
34.9	2	5.97710694311118E-5
34.92	10	2.98855347155559E-4
34.94	-2	-5.97710694311118E-5
34.96	1	2.98855347155559E-5
34.98	3	8.96566041466677E-5
35	-3	-8.96566041466677E-5
35.02	-30	-8.96566041466677E-4
35.04	5	1.49427673577779E-4
35.06	0	0
35.08	-5	-1.49427673577779E-4
35.1	-8	-2.39084277724447E-4
35.12	0	0
35.14	2	5.97710694311118E-5
35.16	3	8.96566041466677E-5
35.18	-20	-5.97710694311118E-4
35.2	4	1.19542138862224E-4
35.22	14	4.18397486017782E-4
35.24	11	3.28740881871115E-4
35.26	2	5.97710694311118E-5
35.28	-5	-1.49427673577779E-4
35.3	-12	-3.58626416586671E-4
35.32	-13	-3.88511951302227E-4
35.34	3	8.96566041466677E-5
35.36	9	2.68969812440003E-4
35.38	5	1.49427673577779E-4
35.4	13	3.88511951302227E-4
35.42	2	5.97710694311118E-5
35.44	6	1.79313208293335E-4
35.46	14	4.18397486017782E-4
35.48	2	5.97710694311118E-5
35.5	12	3.58626416586671E-4
35.52	2	5.97710694311118E-5
35.54	6	1.79313208293335E-4
35.56	3	8.96566041466677E-5
35.58	-3	-8.96566041466677E-5
35.6	-18	-5.37939624880006E-4
35.62	-12	-3.58626416586671E-4
35.64	10	2.98855347155559E-4
35.66	5	1.49427673577779E-4
35.68	-20	-5.97710694311118E-4
35.7	-14	-4.18397486017782E-4
35.72	0	0
35.74	18	5.37939624880006E-4
35.76	14	4.18397486017782E-4
35.78	-5	-1.49427673577779E-4
35.8	-8	-2.39084277724447E-4
35.82	8	2.39084277724447E-4
35.84	-1	-2.98855347155559E-5
35.86	2	5.97710694311118E-5
35.88	1	2.98855347155559E-5
35.9	7	2.09198743008891E-4
35.92	-3	-8.96566041466677E-5
35.94	8	2.39084277724447E-4
35.96	4	1.19542138862224E-4
35.98	-5	-1.49427673577779E-4
36	7	2.09198743008891E-4
36.02	8	2.39084277724447E-4
36.04	-4	-1.19542138862224E-4
36.06	7	2.09198743008891E-4
36.08	5	1.49427673577779E-4
36.1	-2	-5.97710694311118E-5
36.12	3	8.96566041466677E-5
36.14	-7	-2.09198743008891E-4
36.16	-4	-1.19542138862224E-4
36.18	-16	-4.78168555448894E-4
36.2	0	0
36.22	9	2.68969812440003E-4
36.24	2	5.97710694311118E-5
36.26	18	5.37939624880006E-4
36.28	3	8.96566041466677E-5
36.3	-12	-3.58626416586671E-4
36.32	-6	-1.79313208293335E-4
36.34	-24	-7.17252833173341E-4
36.36	-11	-3.28740881871115E-4
36.38	-6	-1.79313208293335E-4
36.4	4	1.19542138862224E-4
36.42	-5	-1.49427673577779E-4
36.44	-19	-5.67825159595562E-4
36.46	1	2.98855347155559E-5
36.48	-12	-3.58626416586671E-4
36.5	4	1.19542138862224E-4
36.52	8	2.39084277724447E-4
36.54	-8	-2.39084277724447E-4
36.56	-20	-5.97710694311118E-4
36.58	-8	-2.39084277724447E-4
36.6	0	0
36.62	5	1.49427673577779E-4
36.64	-15	-4.48283020733338E-4
36.66	-24	-7.17252833173341E-4
36.68	-4	-1.19542138862224E-4
36.7	7	2.09198743008891E-4
36.72	-1	-2.98855347155559E-5
36.74	18	5.37939624880006E-4
36.76	12	3.58626416586671E-4
36.78	1	2.98855347155559E-5
36.8	2	5.97710694311118E-5
36.82	10	2.98855347155559E-4
36.84	-4	-1.19542138862224E-4
36.86	11	3.28740881871115E-4
36.88	8	2.39084277724447E-4
36.9	-2	-5.97710694311118E-5
36.92	-11	-3.28740881871115E-4
36.94	-5	-1.49427673577779E-4
36.96	-2	-5.97710694311118E-5
36.98	17	5.0805409016445E-4
37	2	5.97710694311118E-5
37.02	-12	-3.58626416586671E-4
37.04	3	8.96566041466677E-5
37.06	-11	-3.28740881871115E-4
37.08	-27	-8.06909437320009E-4
37.1	9	2.68969812440003E-4
37.12	2	5.97710694311118E-5
37.14	1	2.98855347155559E-5
37.16	-1	-2.98855347155559E-5
37.18	1	2.98855347155559E-5
37.2	-2	-5.97710694311118E-5
37.22	6	1.79313208293335E-4
37.24	1	2.98855347155559E-5
37.26	-3	-8.96566041466677E-5
37.28	-27	-8.06909437320009E-4
37.3	0	0
37.32	9	2.68969812440003E-4
37.34	-5	-1.49427673577779E-4
37.36	-2	-5.97710694311118E-5
37.38	0	0
37.4	5	1.49427673577779E-4
37.42	-3	-8.96566041466677E-5
37.44	26	7.77023902604453E-4
37.46	21	6.27596229026674E-4
37.48	15	4.48283020733338E-4
37.5	-9	-2.68969812440003E-4
37.52	-21	-6.27596229026674E-4
37.54	0	0
37.56	8	2.39084277724447E-4
37.58	11	3.28740881871115E-4
37.6	13	3.88511951302227E-4
37.62	-7	-2.09198743008891E-4
37.64	3	8.96566041466677E-5
37.66	8	2.39084277724447E-4
37.68	21	6.27596229026674E-4
37.7	16	4.78168555448894E-4
37.72	-2	-5.97710694311118E-5
37.74	4	1.19542138862224E-4
37.76	3	8.96566041466677E-5
37.78	-9	-2.68969812440003E-4
37.8	-4	-1.19542138862224E-4
37.82	10	2.98855347155559E-4
37.84	6	1.79313208293335E-4
37.86	23	6.87367298457786E-4
37.88	15	4.48283020733338E-4
37.9	1	2.98855347155559E-5
37.92	6	1.79313208293335E-4
37.94	-16	-4.78168555448894E-4
37.96	-10	-2.98855347155559E-4
37.98	-9	-2.68969812440003E-4
38	-3	-8.96566041466677E-5
38.02	-6	-1.79313208293335E-4
38.04	-7	-2.09198743008891E-4
38.06	-10	-2.98855347155559E-4
38.08	-15	-4.48283020733338E-4
38.1	-4	-1.19542138862224E-4
38.12	-1	-2.98855347155559E-5
38.14	1	2.98855347155559E-5
38.16	3	8.96566041466677E-5
38.18	-9	-2.68969812440003E-4
38.2	-18	-5.37939624880006E-4
38.22	13	3.88511951302227E-4
38.24	3	8.96566041466677E-5
38.26	-8	-2.39084277724447E-4
38.28	-8	-2.39084277724447E-4
38.3	-12	-3.58626416586671E-4
38.32	-12	-3.58626416586671E-4
38.34	-1	-2.98855347155559E-5
38.36	13	3.88511951302227E-4
38.38	7	2.09198743008891E-4
38.4	8	2.39084277724447E-4
38.42	0	0
38.44	-19	-5.67825159595562E-4
38.46	4	1.19542138862224E-4
38.48	7	2.09198743008891E-4
38.5	-15	-4.48283020733338E-4
38.52	-7	-2.09198743008891E-4
38.54	0	0
38.56	-2	-5.97710694311118E-5
38.58	-2	-5.97710694311118E-5
38.6	3	8.96566041466677E-5
38.62	-3	-8.96566041466677E-5
38.64	21	6.27596229026674E-4
38.66	9	2.68969812440003E-4
38.68	-19	-5.67825159595562E-4
38.7	-24	-7.17252833173341E-4
38.72	-5	-1.49427673577779E-4
38.74	-18	-5.37939624880006E-4
38.76	-11	-3.28740881871115E-4
38.78	12	3.58626416586671E-4
38.8	6	1.79313208293335E-4
38.82	2	5.97710694311118E-5
38.84	13	3.88511951302227E-4
38.86	-2	-5.97710694311118E-5
38.88	-13	-3.88511951302227E-4
38.9	-10	-2.98855347155559E-4
38.92	-7	-2.09198743008891E-4
38.94	11	3.28740881871115E-4
38.96	0	0
38.98	0	0
39	16	4.78168555448894E-4
39.02	17	5.0805409016445E-4
39.04	14	4.18397486017782E-4
39.06	-12	-3.58626416586671E-4
39.08	-13	-3.88511951302227E-4
39.1	-1	-2.98855347155559E-5
39.12	13	3.88511951302227E-4
39.14	-10	-2.98855347155559E-4
39.16	8	2.39084277724447E-4
39.18	8	2.39084277724447E-4
39.2	16	4.78168555448894E-4
39.22	3	8.96566041466677E-5
39.24	-8	-2.39084277724447E-4
39.26	-16	-4.78168555448894E-4
39.28	-14	-4.18397486017782E-4
39.3	-17	-5.0805409016445E-4
39.32	3	8.96566041466677E-5
39.34	-12	-3.58626416586671E-4
39.36	5	1.49427673577779E-4
39.38	-6	-1.79313208293335E-4
39.4	-13	-3.88511951302227E-4
39.42	-6	-1.79313208293335E-4
39.44	-15	-4.48283020733338E-4
39.46	2	5.97710694311118E-5
39.48	3	8.96566041466677E-5
39.5	2	5.97710694311118E-5
39.52	-12	-3.58626416586671E-4
39.54	12	3.58626416586671E-4
39.56	-2	-5.97710694311118E-5
39.58	-22	-6.5748176374223E-4
39.6	0	0
39.62	-13	-3.88511951302227E-4
39.64	9	2.68969812440003E-4
39.66	8	2.39084277724447E-4
39.68	2	5.97710694311118E-5
39.7	-5	-1.49427673577779E-4
39.72	15	4.48283020733338E-4
39.74	0	0
39.76	8	2.39084277724447E-4
39.78	-5	-1.49427673577779E-4
39.8	11	3.28740881871115E-4
39.82	2	5.97710694311118E-5
39.84	-1	-2.98855347155559E-5
39.86	0	0
39.88	-10	-2.98855347155559E-4
39.9	14	4.18397486017782E-4
39.92	3	8.96566041466677E-5
39.94	-9	-2.68969812440003E-4
39.96	0	0
39.98	10	2.98855347155559E-4
40	-10	-2.98855347155559E-4
40.02	-14	-4.18397486017782E-4
40.04	4	1.19542138862224E-4
40.06	7	2.09198743008891E-4
40.08	-10	-2.98855347155559E-4
40.1	-14	-4.18397486017782E-4
40.12	-7	-2.09198743008891E-4
40.14	0	0
40.16	4	1.19542138862224E-4
40.18	-15	-4.48283020733338E-4
40.2	3	8.96566041466677E-5
40.22	-6	-1.79313208293335E-4
40.24	1	2.98855347155559E-5
40.26	-21	-6.27596229026674E-4
40.28	-11	-3.28740881871115E-4
40.3	-2	-5.97710694311118E-5
40.32	0	0
40.34	8	2.39084277724447E-4
40.36	6	1.79313208293335E-4
40.38	23	6.87367298457786E-4
40.4	2	5.97710694311118E-5
40.42	-4	-1.19542138862224E-4
40.44	-10	-2.98855347155559E-4
40.46	-3	-8.96566041466677E-5
40.48	-7	-2.09198743008891E-4
40.5	-17	-5.0805409016445E-4
40.52	-16	-4.78168555448894E-4
40.54	-8	-2.39084277724447E-4
40.56	-13	-3.88511951302227E-4
40.58	-10	-2.98855347155559E-4
40.6	-13	-3.88511951302227E-4
40.62	-15	-4.48283020733338E-4
40.64	-1	-2.98855347155559E-5
40.66	3	8.96566041466677E-5
40.68	11	3.28740881871115E-4
40.7	18	5.37939624880006E-4
40.72	3	8.96566041466677E-5
40.74	0	0
40.76	-2	-5.97710694311118E-5
40.78	-12	-3.58626416586671E-4
40.8	2	5.97710694311118E-5
40.82	0	0
40.84	1	2.98855347155559E-5
40.86	11	3.28740881871115E-4
40.88	22	6.5748176374223E-4
40.9	-9	-2.68969812440003E-4
40.92	-2	-5.97710694311118E-5
40.94	-7	-2.09198743008891E-4
40.96	1	2.98855347155559E-5
40.98	-5	-1.49427673577779E-4
41	6	1.79313208293335E-4
41.02	15	4.48283020733338E-4
41.04	3	8.96566041466677E-5
41.06	1	2.98855347155559E-5
41.08	8	2.39084277724447E-4
41.1	34	0.0010161081803289
41.12	12	3.58626416586671E-4
41.14	-8	-2.39084277724447E-4
41.16	-8	-2.39084277724447E-4
41.18	-11	-3.28740881871115E-4
41.2	-10	-2.98855347155559E-4
41.22	0	0
41.24	-4	-1.19542138862224E-4
41.26	0	0
41.28	-11	-3.28740881871115E-4
41.3	5	1.49427673577779E-4
41.32	1	2.98855347155559E-5
41.34	5	1.49427673577779E-4
41.36	3	8.96566041466677E-5
41.38	0	0
41.4	0	0
41.42	5	1.49427673577779E-4
41.44	-4	-1.19542138862224E-4
41.46	-19	-5.67825159595562E-4
41.48	2	5.97710694311118E-5
41.5	8	2.39084277724447E-4
41.52	22	6.5748176374223E-4
41.54	4	1.19542138862224E-4
41.56	-11	-3.28740881871115E-4
41.58	-23	-6.87367298457786E-4
41.6	-3	-8.96566041466677E-5
41.62	9	2.68969812440003E-4
41.64	-1	-2.98855347155559E-5
41.66	-7	-2.09198743008891E-4
41.68	-13	-3.88511951302227E-4
41.7	-1	-2.98855347155559E-5
41.72	5	1.49427673577779E-4
41.74	-8	-2.39084277724447E-4
41.76	-5	-1.49427673577779E-4
41.78	-17	-5.0805409016445E-4
41.8	-4	-1.19542138862224E-4
41.82	6	1.79313208293335E-4
41.84	16	4.78168555448894E-4
41.86	18	5.37939624880006E-4
41.88	14	4.18397486017782E-4
41.9	9	2.68969812440003E-4
41.92	2	5.97710694311118E-5
41.94	5	1.49427673577779E-4
41.96	-14	-4.18397486017782E-4
41.98	-1	-2.98855347155559E-5
42	-8	-2.39084277724447E-4
42.02	-1	-2.98855347155559E-5
42.04	4	1.19542138862224E-4
42.06	-3	-8.96566041466677E-5
42.08	-2	-5.97710694311118E-5
42.1	4	1.19542138862224E-4
42.12	1	2.98855347155559E-5
42.14	-1	-2.98855347155559E-5
42.16	-10	-2.98855347155559E-4
42.18	-18	-5.37939624880006E-4
42.2	12	3.58626416586671E-4
42.22	4	1.19542138862224E-4
42.24	4	1.19542138862224E-4
42.26	-16	-4.78168555448894E-4
42.28	3	8.96566041466677E-5
42.3	10	2.98855347155559E-4
42.32	-5	-1.49427673577779E-4
42.34	-4	-1.19542138862224E-4
42.36	14	4.18397486017782E-4
42.38	-11	-3.28740881871115E-4
42.4	6	1.79313208293335E-4
42.42	26	7.77023902604453E-4
42.44	2	5.97710694311118E-5
42.46	6	1.79313208293335E-4
42.48	-8	-2.39084277724447E-4
42.5	19	5.67825159595562E-4
42.52	8	2.39084277724447E-4
42.54	-8	-2.39084277724447E-4
42.56	6	1.79313208293335E-4
42.58	-10	-2.98855347155559E-4
42.6	5	1.49427673577779E-4
42.62	-14	-4.18397486017782E-4
42.64	1	2.98855347155559E-5
42.66	-11	-3.28740881871115E-4
42.68	-6	-1.79313208293335E-4
42.7	-18	-5.37939624880006E-4
42.72	13	3.88511951302227E-4
42.74	14	4.18397486017782E-4
42.76	0	0
42.78	5	1.49427673577779E-4
42.8	-4	-1.19542138862224E-4
42.82	-10	-2.98855347155559E-4
42.84	-6	-1.79313208293335E-4
42.86	7	2.09198743008891E-4
42.88	10	2.98855347155559E-4
42.9	7	2.09198743008891E-4
42.92	-12	-3.58626416586671E-4
42.94	-9	-2.68969812440003E-4
42.96	-4	-1.19542138862224E-4
42.98	14	4.18397486017782E-4
43	5	1.49427673577779E-4
43.02	11	3.28740881871115E-4
43.04	1	2.98855347155559E-5
43.06	-10	-2.98855347155559E-4
43.08	-8	-2.39084277724447E-4
43.1	-10	-2.98855347155559E-4
43.12	5	1.49427673577779E-4
43.14	2	5.97710694311118E-5
43.16	-3	-8.96566041466677E-5
43.18	-22	-6.5748176374223E-4
43.2	-1	-2.98855347155559E-5
43.22	1	2.98855347155559E-5
43.24	-6	-1.79313208293335E-4
43.26	-15	-4.48283020733338E-4
43.28	-23	-6.87367298457786E-4
43.3	7	2.09198743008891E-4
43.32	1	2.98855347155559E-5
43.34	9	2.68969812440003E-4
43.36	15	4.48283020733338E-4
43.38	3	8.96566041466677E-5
43.4	14	4.18397486017782E-4
43.42	6	1.79313208293335E-4
43.44	10	2.98855347155559E-4
43.46	-13	-3.88511951302227E-4
43.48	13	3.88511951302227E-4
43.5	17	5.0805409016445E-4
43.52	5	1.49427673577779E-4
43.54	11	3.28740881871115E-4
43.56	14	4.18397486017782E-4
43.58	18	5.37939624880006E-4
43.6	31	9.26451576182233E-4
43.62	-3	-8.96566041466677E-5
43.64	-13	-3.88511951302227E-4
43.66	15	4.48283020733338E-4
43.68	15	4.48283020733338E-4
43.7	17	5.0805409016445E-4
43.72	19	5.67825159595562E-4
43.74	-3	-8.96566041466677E-5
43.76	6	1.79313208293335E-4
43.78	5	1.49427673577779E-4
43.8	16	4.78168555448894E-4
43.82	4	1.19542138862224E-4
43.84	-15	-4.48283020733338E-4
43.86	1	2.98855347155559E-5
43.88	12	3.58626416586671E-4
43.9	10	2.98855347155559E-4
43.92	-4	-1.19542138862224E-4
43.94	-7	-2.09198743008891E-4
43.96	-18	-5.37939624880006E-4
43.98	13	3.88511951302227E-4
44	-14	-4.18397486017782E-4
44.02	-25	-7.47138367888897E-4
44.04	-6	-1.79313208293335E-4
44.06	1	2.98855347155559E-5
44.08	13	3.88511951302227E-4
44.1	17	5.0805409016445E-4
44.12	-5	-1.49427673577779E-4
44.14	-12	-3.58626416586671E-4
44.16	1	2.98855347155559E-5
44.18	15	4.48283020733338E-4
44.2	9	2.68969812440003E-4
44.22	-6	-1.79313208293335E-4
44.24	5	1.49427673577779E-4
44.26	-9	-2.68969812440003E-4
44.28	-1	-2.98855347155559E-5
44.3	6	1.79313208293335E-4
44.32	6	1.79313208293335E-4
44.34	7	2.09198743008891E-4
44.36	11	3.28740881871115E-4
44.38	11	3.28740881871115E-4
44.4	9	2.68969812440003E-4
44.42	-11	-3.28740881871115E-4
44.44	1	2.98855347155559E-5
44.46	7	2.09198743008891E-4
44.48	-14	-4.18397486017782E-4
44.5	-20	-5.97710694311118E-4
44.52	-11	-3.28740881871115E-4
44.54	-3	-8.96566041466677E-5
44.56	4	1.19542138862224E-4
44.58	2	5.97710694311118E-5
44.6	-7	-2.09198743008891E-4
44.62	1	2.98855347155559E-5
44.64	12	3.58626416586671E-4
44.66	-3	-8.96566041466677E-5
44.68	8	2.39084277724447E-4
44.7	5	1.49427673577779E-4
44.72	0	0
44.74	-8	-2.39084277724447E-4
44.76	1	2.98855347155559E-5
44.78	21	6.27596229026674E-4
44.8	9	2.68969812440003E-4
44.82	7	2.09198743008891E-4
44.84	5	1.49427673577779E-4
44.86	-5	-1.49427673577779E-4
44.88	-15	-4.48283020733338E-4
44.9	-11	-3.28740881871115E-4
44.92	-11	-3.28740881871115E-4
44.94	6	1.79313208293335E-4
44.96	-3	-8.96566041466677E-5
44.98	-12	-3.58626416586671E-4
45	11	3.28740881871115E-4
45.02	-1	-2.98855347155559E-5
45.04	16	4.78168555448894E-4
45.06	5	1.49427673577779E-4
45.08	13	3.88511951302227E-4
45.1	4	1.19542138862224E-4
45.12	4	1.19542138862224E-4
45.14	-2	-5.97710694311118E-5
45.16	9	2.68969812440003E-4
45.18	2	5.97710694311118E-5
45.2	-7	-2.09198743008891E-4
45.22	4	1.19542138862224E-4
45.24	-11	-3.28740881871115E-4
45.26	0	0
45.28	1	2.98855347155559E-5
45.3	-3	-8.96566041466677E-5
45.32	-11	-3.28740881871115E-4
45.34	-6	-1.79313208293335E-4
45.36	17	5.0805409016445E-4
45.38	8	2.39084277724447E-4
45.4	5	1.49427673577779E-4
45.42	10	2.98855347155559E-4
45.44	6	1.79313208293335E-4
45.46	11	3.28740881871115E-4
45.48	0	0
45.5	0	0
45.52	2	5.97710694311118E-5
45.54	13	3.88511951302227E-4
45.56	-1	-2.98855347155559E-5
45.58	9	2.68969812440003E-4
45.6	-16	-4.78168555448894E-4
45.62	-5	-1.49427673577779E-4
45.64	13	3.88511951302227E-4
45.66	2	5.97710694311118E-5
45.68	-7	-2.09198743008891E-4
45.7	-7	-2.09198743008891E-4
45.72	-5	-1.49427673577779E-4
45.74	-10	-2.98855347155559E-4
45.76	-4	-1.19542138862224E-4
45.78	-7	-2.09198743008891E-4
45.8	-8	-2.39084277724447E-4
45.82	3	8.96566041466677E-5
45.84	7	2.09198743008891E-4
45.86	12	3.58626416586671E-4
45.88	19	5.67825159595562E-4
45.9	13	3.88511951302227E-4
45.92	-4	-1.19542138862224E-4
45.94	-12	-3.58626416586671E-4
45.96	-14	-4.18397486017782E-4
45.98	-5	-1.49427673577779E-4
46	19	5.67825159595562E-4
46.02	5	1.49427673577779E-4
46.04	-4	-1.19542138862224E-4
46.06	-1	-2.98855347155559E-5
46.08	-1	-2.98855347155559E-5
46.1	-1	-2.98855347155559E-5
46.12	-13	-3.88511951302227E-4
46.14	0	0
46.16	-6	-1.79313208293335E-4
46.18	3	8.96566041466677E-5
46.2	9	2.68969812440003E-4
46.22	22	6.5748176374223E-4
46.24	19	5.67825159595562E-4
46.26	10	2.98855347155559E-4
46.28	-1	-2.98855347155559E-5
46.3	-14	-4.18397486017782E-4
46.32	9	2.68969812440003E-4
46.34	3	8.96566041466677E-5
46.36	14	4.18397486017782E-4
46.38	-8	-2.39084277724447E-4
46.4	-11	-3.28740881871115E-4
46.42	0	0
46.44	-5	-1.49427673577779E-4
46.46	-13	-3.88511951302227E-4
46.48	-1	-2.98855347155559E-5
46.5	-1	-2.98855347155559E-5
46.52	-10	-2.98855347155559E-4
46.54	-2	-5.97710694311118E-5
46.56	8	2.39084277724447E-4
46.58	11	3.28740881871115E-4
46.6	-7	-2.09198743008891E-4
46.62	-9	-2.68969812440003E-4
46.64	-10	-2.98855347155559E-4
46.66	-6	-1.79313208293335E-4
46.68	-15	-4.48283020733338E-4
46.7	17	5.0805409016445E-4
46.72	13	3.88511951302227E-4
46.74	7	2.09198743008891E-4
46.76	22	6.5748176374223E-4
46.78	21	6.27596229026674E-4
46.8	6	1.79313208293335E-4
46.82	-5	-1.49427673577779E-4
46.84	-18	-5.37939624880006E-4
46.86	3	8.96566041466677E-5
46.88	4	1.19542138862224E-4
46.9	2	5.97710694311118E-5
46.92	6	1.79313208293335E-4
46.94	18	5.37939624880006E-4
46.96	4	1.19542138862224E-4
46.98	6	1.79313208293335E-4
47	-11	-3.28740881871115E-4
47.02	-6	-1.79313208293335E-4
47.04	4	1.19542138862224E-4
47.06	2	5.97710694311118E-5
47.08	-2	-5.97710694311118E-5
47.1	-7	-2.09198743008891E-4
47.12	-2	-5.97710694311118E-5
47.14	-5	-1.49427673577779E-4
47.16	-3	-8.96566041466677E-5
47.18	0	0
47.2	0	0
47.22	2	5.97710694311118E-5
47.24	-4	-1.19542138862224E-4
47.26	15	4.48283020733338E-4
47.28	11	3.28740881871115E-4
47.3	6	1.79313208293335E-4
47.32	17	5.0805409016445E-4
47.34	-9	-2.68969812440003E-4
47.36	-9	-2.68969812440003E-4
47.38	-7	-2.09198743008891E-4
47.4	-13	-3.88511951302227E-4
47.42	4	1.19542138862224E-4
47.44	-3	-8.96566041466677E-5
47.46	-1	-2.98855347155559E-5
47.48	-23	-6.87367298457786E-4
47.5	-23	-6.87367298457786E-4
47.52	-10	-2.98855347155559E-4
47.54	3	8.96566041466677E-5
47.56	6	1.79313208293335E-4
47.58	-18	-5.37939624880006E-4
47.6	-7	-2.09198743008891E-4
47.62	4	1.19542138862224E-4
47.64	10	2.98855347155559E-4
47.66	-12	-3.58626416586671E-4
47.68	-9	-2.68969812440003E-4
47.7	-11	-3.28740881871115E-4
47.72	-9	-2.68969812440003E-4
47.74	4	1.19542138862224E-4
47.76	8	2.39084277724447E-4
47.78	11	3.28740881871115E-4
47.8	-3	-8.96566041466677E-5
47.82	-4	-1.19542138862224E-4
47.84	21	6.27596229026674E-4
47.86	-5	-1.49427673577779E-4
47.88	-7	-2.09198743008891E-4
47.9	-1	-2.98855347155559E-5
47.92	14	4.18397486017782E-4
47.94	19	5.67825159595562E-4
47.96	3	8.96566041466677E-5
47.98	2	5.97710694311118E-5
48	-4	-1.19542138862224E-4
48.02	-8	-2.39084277724447E-4
48.04	-7	-2.09198743008891E-4
48.06	-3	-8.96566041466677E-5
48.08	3	8.96566041466677E-5
48.1	-7	-2.09198743008891E-4
48.12	-6	-1.79313208293335E-4
48.14	4	1.19542138862224E-4
48.16	0	0
48.18	-5	-1.49427673577779E-4
48.2	1	2.98855347155559E-5
48.22	-3	-8.96566041466677E-5
48.24	-3	-8.96566041466677E-5
48.26	-7	-2.09198743008891E-4
48.28	2	5.97710694311118E-5
48.3	-15	-4.48283020733338E-4
48.32	-9	-2.68969812440003E-4
48.34	-9	-2.68969812440003E-4
48.36	-2	-5.97710694311118E-5
48.38	-3	-8.96566041466677E-5
48.4	3	8.96566041466677E-5
48.42	-3	-8.96566041466677E-5
48.44	-11	-3.28740881871115E-4
48.46	-13	-3.88511951302227E-4
48.48	-15	-4.48283020733338E-4
48.5	-8	-2.39084277724447E-4
48.52	-23	-6.87367298457786E-4
48.54	-14	-4.18397486017782E-4
48.56	6	1.79313208293335E-4
48.58	5	1.49427673577779E-4
48.6	-1	-2.98855347155559E-5
48.62	-18	-5.37939624880006E-4
48.64	-11	-3.28740881871115E-4
48.66	6	1.79313208293335E-4
48.68	-1	-2.98855347155559E-5
48.7	14	4.18397486017782E-4
48.72	3	8.96566041466677E-5
48.74	-1	-2.98855347155559E-5
48.76	-6	-1.79313208293335E-4
48.78	5	1.49427673577779E-4
48.8	11	3.28740881871115E-4
48.82	1	2.98855347155559E-5
48.84	5	1.49427673577779E-4
48.86	-7	-2.09198743008891E-4
48.88	10	2.98855347155559E-4
48.9	-5	-1.49427673577779E-4
