Time [µs]	D2, v1J2	D2, v1J2, FIrst
	25k shots	counts per shot
Laser Power [mJ]		power corrected
48.92	7	2.09198743008891E-4
48.94	0	0
48.96	-1	-2.98855347155559E-5
48.98	9	2.68969812440003E-4
49	-9	-2.68969812440003E-4
49.02	-11	-3.28740881871115E-4
49.04	-7	-2.09198743008891E-4
49.06	-5	-1.49427673577779E-4
49.08	-25	-7.47138367888897E-4
49.1	10	2.98855347155559E-4
49.12	-2	-5.97710694311118E-5
49.14	10	2.98855347155559E-4
49.16	12	3.58626416586671E-4
49.18	9	2.68969812440003E-4
49.2	-4	-1.19542138862224E-4
49.22	-8	-2.39084277724447E-4
49.24	2	5.97710694311118E-5
49.26	9	2.68969812440003E-4
49.28	7	2.09198743008891E-4
49.3	7	2.09198743008891E-4
49.32	11	3.28740881871115E-4
49.34	0	0
49.36	-22	-6.5748176374223E-4
49.38	6	1.79313208293335E-4
49.4	-4	-1.19542138862224E-4
49.42	6	1.79313208293335E-4
49.44	-15	-4.48283020733338E-4
49.46	-13	-3.88511951302227E-4
49.48	14	4.18397486017782E-4
49.5	9	2.68969812440003E-4
49.52	8	2.39084277724447E-4
49.54	-2	-5.97710694311118E-5
49.56	3	8.96566041466677E-5
49.58	3	8.96566041466677E-5
49.6	-22	-6.5748176374223E-4
49.62	-9	-2.68969812440003E-4
49.64	-3	-8.96566041466677E-5
49.66	-12	-3.58626416586671E-4
49.68	2	5.97710694311118E-5
49.7	7	2.09198743008891E-4
49.72	3	8.96566041466677E-5
49.74	8	2.39084277724447E-4
49.76	-3	-8.96566041466677E-5
49.78	-7	-2.09198743008891E-4
49.8	11	3.28740881871115E-4
49.82	7	2.09198743008891E-4
49.84	-10	-2.98855347155559E-4
49.86	16	4.78168555448894E-4
49.88	14	4.18397486017782E-4
49.9	-1	-2.98855347155559E-5
49.92	-13	-3.88511951302227E-4
49.94	-9	-2.68969812440003E-4
49.96	-10	-2.98855347155559E-4
49.98	-13	-3.88511951302227E-4
50	2	5.97710694311118E-5
50.02	0	0
50.04	-10	-2.98855347155559E-4
50.06	9	2.68969812440003E-4
50.08	-4	-1.19542138862224E-4
50.1	2	5.97710694311118E-5
50.12	-10	-2.98855347155559E-4
50.14	2	5.97710694311118E-5
50.16	0	0
50.18	6	1.79313208293335E-4
50.2	13	3.88511951302227E-4
50.22	31	9.26451576182233E-4
50.24	11	3.28740881871115E-4
50.26	-12	-3.58626416586671E-4
50.28	-6	-1.79313208293335E-4
50.3	0	0
50.32	1	2.98855347155559E-5
50.34	9	2.68969812440003E-4
50.36	-5	-1.49427673577779E-4
50.38	7	2.09198743008891E-4
50.4	2	5.97710694311118E-5
50.42	7	2.09198743008891E-4
50.44	12	3.58626416586671E-4
50.46	3	8.96566041466677E-5
50.48	6	1.79313208293335E-4
50.5	10	2.98855347155559E-4
50.52	-8	-2.39084277724447E-4
50.54	0	0
50.56	1	2.98855347155559E-5
50.58	3	8.96566041466677E-5
50.6	11	3.28740881871115E-4
50.62	2	5.97710694311118E-5
50.64	-2	-5.97710694311118E-5
50.66	-7	-2.09198743008891E-4
50.68	10	2.98855347155559E-4
50.7	0	0
50.72	17	5.0805409016445E-4
50.74	5	1.49427673577779E-4
50.76	3	8.96566041466677E-5
50.78	-13	-3.88511951302227E-4
50.8	-5	-1.49427673577779E-4
50.82	-14	-4.18397486017782E-4
50.84	-20	-5.97710694311118E-4
50.86	-6	-1.79313208293335E-4
50.88	-8	-2.39084277724447E-4
50.9	-2	-5.97710694311118E-5
50.92	6	1.79313208293335E-4
50.94	-7	-2.09198743008891E-4
50.96	-12	-3.58626416586671E-4
50.98	-16	-4.78168555448894E-4
51	-11	-3.28740881871115E-4
51.02	-4	-1.19542138862224E-4
51.04	-2	-5.97710694311118E-5
51.06	1	2.98855347155559E-5
51.08	2	5.97710694311118E-5
51.1	-3	-8.96566041466677E-5
51.12	12	3.58626416586671E-4
51.14	17	5.0805409016445E-4
51.16	2	5.97710694311118E-5
51.18	-8	-2.39084277724447E-4
51.2	-7	-2.09198743008891E-4
51.22	-1	-2.98855347155559E-5
51.24	0	0
51.26	-10	-2.98855347155559E-4
51.28	-4	-1.19542138862224E-4
51.3	-9	-2.68969812440003E-4
51.32	6	1.79313208293335E-4
51.34	-7	-2.09198743008891E-4
51.36	-22	-6.5748176374223E-4
51.38	-22	-6.5748176374223E-4
51.4	-14	-4.18397486017782E-4
51.42	2	5.97710694311118E-5
51.44	3	8.96566041466677E-5
51.46	12	3.58626416586671E-4
51.48	11	3.28740881871115E-4
51.5	-20	-5.97710694311118E-4
51.52	-18	-5.37939624880006E-4
51.54	5	1.49427673577779E-4
51.56	1	2.98855347155559E-5
51.58	15	4.48283020733338E-4
51.6	14	4.18397486017782E-4
51.62	-1	-2.98855347155559E-5
51.64	3	8.96566041466677E-5
51.66	-7	-2.09198743008891E-4
51.68	-5	-1.49427673577779E-4
51.7	-12	-3.58626416586671E-4
51.72	-11	-3.28740881871115E-4
51.74	-10	-2.98855347155559E-4
51.76	-4	-1.19542138862224E-4
51.78	-7	-2.09198743008891E-4
51.8	6	1.79313208293335E-4
51.82	0	0
51.84	-2	-5.97710694311118E-5
51.86	-7	-2.09198743008891E-4
51.88	1	2.98855347155559E-5
51.9	5	1.49427673577779E-4
51.92	-21	-6.27596229026674E-4
51.94	-13	-3.88511951302227E-4
51.96	-6	-1.79313208293335E-4
51.98	16	4.78168555448894E-4
52	-2	-5.97710694311118E-5
52.02	-12	-3.58626416586671E-4
52.04	-4	-1.19542138862224E-4
52.06	18	5.37939624880006E-4
52.08	13	3.88511951302227E-4
52.1	11	3.28740881871115E-4
52.12	0	0
52.14	4	1.19542138862224E-4
52.16	-3	-8.96566041466677E-5
52.18	8	2.39084277724447E-4
52.2	1	2.98855347155559E-5
52.22	2	5.97710694311118E-5
52.24	10	2.98855347155559E-4
52.26	-2	-5.97710694311118E-5
52.28	5	1.49427673577779E-4
52.3	-3	-8.96566041466677E-5
52.32	12	3.58626416586671E-4
52.34	5	1.49427673577779E-4
52.36	9	2.68969812440003E-4
52.38	5	1.49427673577779E-4
52.4	-7	-2.09198743008891E-4
52.42	-5	-1.49427673577779E-4
52.44	3	8.96566041466677E-5
52.46	-1	-2.98855347155559E-5
52.48	-8	-2.39084277724447E-4
52.5	11	3.28740881871115E-4
52.52	13	3.88511951302227E-4
52.54	-1	-2.98855347155559E-5
52.56	-1	-2.98855347155559E-5
52.58	-9	-2.68969812440003E-4
52.6	-12	-3.58626416586671E-4
52.62	-13	-3.88511951302227E-4
52.64	0	0
52.66	-8	-2.39084277724447E-4
52.68	-7	-2.09198743008891E-4
52.7	-3	-8.96566041466677E-5
52.72	-5	-1.49427673577779E-4
52.74	-2	-5.97710694311118E-5
52.76	12	3.58626416586671E-4
52.78	-5	-1.49427673577779E-4
52.8	15	4.48283020733338E-4
52.82	14	4.18397486017782E-4
52.84	1	2.98855347155559E-5
52.86	-15	-4.48283020733338E-4
52.88	-3	-8.96566041466677E-5
52.9	2	5.97710694311118E-5
52.92	-7	-2.09198743008891E-4
52.94	-9	-2.68969812440003E-4
52.96	4	1.19542138862224E-4
52.98	10	2.98855347155559E-4
53	-1	-2.98855347155559E-5
53.02	-1	-2.98855347155559E-5
53.04	22	6.5748176374223E-4
53.06	10	2.98855347155559E-4
53.08	-19	-5.67825159595562E-4
53.1	-14	-4.18397486017782E-4
53.12	-1	-2.98855347155559E-5
53.14	0	0
53.16	-3	-8.96566041466677E-5
53.18	4	1.19542138862224E-4
53.2	13	3.88511951302227E-4
53.22	9	2.68969812440003E-4
53.24	-6	-1.79313208293335E-4
53.26	0	0
53.28	-10	-2.98855347155559E-4
53.3	6	1.79313208293335E-4
53.32	7	2.09198743008891E-4
53.34	-12	-3.58626416586671E-4
53.36	-17	-5.0805409016445E-4
53.38	2	5.97710694311118E-5
53.4	8	2.39084277724447E-4
53.42	7	2.09198743008891E-4
53.44	0	0
53.46	-8	-2.39084277724447E-4
53.48	18	5.37939624880006E-4
53.5	7	2.09198743008891E-4
53.52	7	2.09198743008891E-4
53.54	3	8.96566041466677E-5
53.56	0	0
53.58	5	1.49427673577779E-4
53.6	-2	-5.97710694311118E-5
53.62	-5	-1.49427673577779E-4
53.64	-9	-2.68969812440003E-4
53.66	0	0
53.68	8	2.39084277724447E-4
53.7	1	2.98855347155559E-5
53.72	-19	-5.67825159595562E-4
53.74	-18	-5.37939624880006E-4
53.76	-12	-3.58626416586671E-4
53.78	-3	-8.96566041466677E-5
53.8	5	1.49427673577779E-4
53.82	-18	-5.37939624880006E-4
53.84	-5	-1.49427673577779E-4
53.86	-9	-2.68969812440003E-4
53.88	4	1.19542138862224E-4
53.9	-3	-8.96566041466677E-5
53.92	-6	-1.79313208293335E-4
53.94	-6	-1.79313208293335E-4
53.96	7	2.09198743008891E-4
53.98	13	3.88511951302227E-4
54	4	1.19542138862224E-4
54.02	0	0
54.04	-3	-8.96566041466677E-5
54.06	-5	-1.49427673577779E-4
54.08	-8	-2.39084277724447E-4
54.1	1	2.98855347155559E-5
54.12	11	3.28740881871115E-4
54.14	9	2.68969812440003E-4
54.16	13	3.88511951302227E-4
54.18	7	2.09198743008891E-4
54.2	-1	-2.98855347155559E-5
54.22	5	1.49427673577779E-4
54.24	-1	-2.98855347155559E-5
54.26	-22	-6.5748176374223E-4
54.28	-7	-2.09198743008891E-4
54.3	20	5.97710694311118E-4
54.32	-3	-8.96566041466677E-5
54.34	-5	-1.49427673577779E-4
54.36	-8	-2.39084277724447E-4
54.38	-8	-2.39084277724447E-4
54.4	-1	-2.98855347155559E-5
54.42	-17	-5.0805409016445E-4
54.44	-3	-8.96566041466677E-5
54.46	-3	-8.96566041466677E-5
54.48	-18	-5.37939624880006E-4
54.5	-8	-2.39084277724447E-4
54.52	-6	-1.79313208293335E-4
54.54	0	0
54.56	2	5.97710694311118E-5
54.58	-1	-2.98855347155559E-5
54.6	-5	-1.49427673577779E-4
54.62	4	1.19542138862224E-4
54.64	3	8.96566041466677E-5
54.66	2	5.97710694311118E-5
54.68	3	8.96566041466677E-5
54.7	22	6.5748176374223E-4
54.72	4	1.19542138862224E-4
54.74	-1	-2.98855347155559E-5
54.76	14	4.18397486017782E-4
54.78	12	3.58626416586671E-4
54.8	14	4.18397486017782E-4
54.82	-1	-2.98855347155559E-5
54.84	-2	-5.97710694311118E-5
54.86	0	0
54.88	-2	-5.97710694311118E-5
54.9	13	3.88511951302227E-4
54.92	7	2.09198743008891E-4
54.94	9	2.68969812440003E-4
54.96	15	4.48283020733338E-4
54.98	16	4.78168555448894E-4
55	7	2.09198743008891E-4
55.02	12	3.58626416586671E-4
55.04	6	1.79313208293335E-4
55.06	-3	-8.96566041466677E-5
55.08	-9	-2.68969812440003E-4
55.1	-10	-2.98855347155559E-4
55.12	1	2.98855347155559E-5
55.14	-5	-1.49427673577779E-4
55.16	4	1.19542138862224E-4
55.18	0	0
55.2	-10	-2.98855347155559E-4
55.22	-6	-1.79313208293335E-4
55.24	-5	-1.49427673577779E-4
55.26	0	0
55.28	4	1.19542138862224E-4
55.3	-2	-5.97710694311118E-5
55.32	-4	-1.19542138862224E-4
55.34	-5	-1.49427673577779E-4
55.36	2	5.97710694311118E-5
55.38	1	2.98855347155559E-5
55.4	22	6.5748176374223E-4
55.42	-3	-8.96566041466677E-5
55.44	5	1.49427673577779E-4
55.46	-2	-5.97710694311118E-5
55.48	3	8.96566041466677E-5
55.5	7	2.09198743008891E-4
55.52	12	3.58626416586671E-4
55.54	-6	-1.79313208293335E-4
55.56	-2	-5.97710694311118E-5
55.58	4	1.19542138862224E-4
55.6	8	2.39084277724447E-4
55.62	-15	-4.48283020733338E-4
55.64	-4	-1.19542138862224E-4
55.66	-10	-2.98855347155559E-4
55.68	-7	-2.09198743008891E-4
55.7	-3	-8.96566041466677E-5
55.72	-10	-2.98855347155559E-4
55.74	-2	-5.97710694311118E-5
55.76	9	2.68969812440003E-4
55.78	10	2.98855347155559E-4
55.8	-3	-8.96566041466677E-5
55.82	4	1.19542138862224E-4
55.84	5	1.49427673577779E-4
55.86	-7	-2.09198743008891E-4
55.88	4	1.19542138862224E-4
55.9	5	1.49427673577779E-4
55.92	9	2.68969812440003E-4
55.94	6	1.79313208293335E-4
55.96	1	2.98855347155559E-5
55.98	0	0
56	-13	-3.88511951302227E-4
56.02	-5	-1.49427673577779E-4
56.04	14	4.18397486017782E-4
56.06	-3	-8.96566041466677E-5
56.08	-9	-2.68969812440003E-4
56.1	-17	-5.0805409016445E-4
56.12	-18	-5.37939624880006E-4
56.14	-14	-4.18397486017782E-4
56.16	-4	-1.19542138862224E-4
56.18	-8	-2.39084277724447E-4
56.2	2	5.97710694311118E-5
56.22	4	1.19542138862224E-4
56.24	6	1.79313208293335E-4
56.26	-11	-3.28740881871115E-4
56.28	-11	-3.28740881871115E-4
56.3	3	8.96566041466677E-5
56.32	-7	-2.09198743008891E-4
56.34	-7	-2.09198743008891E-4
56.36	3	8.96566041466677E-5
56.38	-8	-2.39084277724447E-4
56.4	-12	-3.58626416586671E-4
56.42	-9	-2.68969812440003E-4
56.44	-2	-5.97710694311118E-5
56.46	7	2.09198743008891E-4
56.48	-5	-1.49427673577779E-4
56.5	-6	-1.79313208293335E-4
56.52	9	2.68969812440003E-4
56.54	-1	-2.98855347155559E-5
56.56	6	1.79313208293335E-4
56.58	14	4.18397486017782E-4
56.6	5	1.49427673577779E-4
56.62	-1	-2.98855347155559E-5
56.64	10	2.98855347155559E-4
56.66	10	2.98855347155559E-4
56.68	1	2.98855347155559E-5
56.7	2	5.97710694311118E-5
56.72	10	2.98855347155559E-4
56.74	-2	-5.97710694311118E-5
56.76	-4	-1.19542138862224E-4
56.78	-4	-1.19542138862224E-4
56.8	-2	-5.97710694311118E-5
56.82	-5	-1.49427673577779E-4
56.84	-4	-1.19542138862224E-4
56.86	4	1.19542138862224E-4
56.88	1	2.98855347155559E-5
56.9	-7	-2.09198743008891E-4
56.92	-13	-3.88511951302227E-4
56.94	-13	-3.88511951302227E-4
56.96	-23	-6.87367298457786E-4
56.98	-9	-2.68969812440003E-4
57	-19	-5.67825159595562E-4
57.02	1	2.98855347155559E-5
57.04	9	2.68969812440003E-4
57.06	3	8.96566041466677E-5
57.08	12	3.58626416586671E-4
57.1	5	1.49427673577779E-4
57.12	-11	-3.28740881871115E-4
57.14	-3	-8.96566041466677E-5
57.16	3	8.96566041466677E-5
57.18	0	0
57.2	-11	-3.28740881871115E-4
57.22	-6	-1.79313208293335E-4
57.24	-3	-8.96566041466677E-5
57.26	5	1.49427673577779E-4
57.28	0	0
57.3	6	1.79313208293335E-4
57.32	-7	-2.09198743008891E-4
57.34	-5	-1.49427673577779E-4
57.36	-16	-4.78168555448894E-4
57.38	-1	-2.98855347155559E-5
57.4	15	4.48283020733338E-4
57.42	7	2.09198743008891E-4
57.44	-5	-1.49427673577779E-4
57.46	1	2.98855347155559E-5
57.48	14	4.18397486017782E-4
57.5	8	2.39084277724447E-4
57.52	-8	-2.39084277724447E-4
57.54	0	0
57.56	7	2.09198743008891E-4
57.58	-7	-2.09198743008891E-4
57.6	-1	-2.98855347155559E-5
57.62	-9	-2.68969812440003E-4
57.64	2	5.97710694311118E-5
57.66	-13	-3.88511951302227E-4
57.68	12	3.58626416586671E-4
57.7	12	3.58626416586671E-4
57.72	4	1.19542138862224E-4
57.74	4	1.19542138862224E-4
57.76	-11	-3.28740881871115E-4
57.78	1	2.98855347155559E-5
57.8	2	5.97710694311118E-5
57.82	8	2.39084277724447E-4
57.84	6	1.79313208293335E-4
57.86	-6	-1.79313208293335E-4
57.88	0	0
57.9	-4	-1.19542138862224E-4
57.92	4	1.19542138862224E-4
57.94	-2	-5.97710694311118E-5
57.96	-5	-1.49427673577779E-4
57.98	-17	-5.0805409016445E-4
58	-11	-3.28740881871115E-4
58.02	2	5.97710694311118E-5
58.04	2	5.97710694311118E-5
58.06	4	1.19542138862224E-4
58.08	3	8.96566041466677E-5
58.1	-2	-5.97710694311118E-5
58.12	-2	-5.97710694311118E-5
58.14	-7	-2.09198743008891E-4
58.16	-4	-1.19542138862224E-4
58.18	-1	-2.98855347155559E-5
58.2	-14	-4.18397486017782E-4
58.22	-1	-2.98855347155559E-5
58.24	10	2.98855347155559E-4
58.26	-2	-5.97710694311118E-5
58.28	12	3.58626416586671E-4
58.3	6	1.79313208293335E-4
58.32	10	2.98855347155559E-4
58.34	-4	-1.19542138862224E-4
58.36	2	5.97710694311118E-5
58.38	-10	-2.98855347155559E-4
58.4	-10	-2.98855347155559E-4
58.42	16	4.78168555448894E-4
58.44	9	2.68969812440003E-4
58.46	5	1.49427673577779E-4
58.48	7	2.09198743008891E-4
58.5	-11	-3.28740881871115E-4
58.52	-7	-2.09198743008891E-4
58.54	-1	-2.98855347155559E-5
58.56	-6	-1.79313208293335E-4
58.58	-1	-2.98855347155559E-5
58.6	19	5.67825159595562E-4
58.62	17	5.0805409016445E-4
58.64	1	2.98855347155559E-5
58.66	-5	-1.49427673577779E-4
58.68	-3	-8.96566041466677E-5
58.7	-11	-3.28740881871115E-4
58.72	-10	-2.98855347155559E-4
58.74	1	2.98855347155559E-5
58.76	-4	-1.19542138862224E-4
58.78	-8	-2.39084277724447E-4
58.8	-20	-5.97710694311118E-4
58.82	-5	-1.49427673577779E-4
58.84	13	3.88511951302227E-4
58.86	3	8.96566041466677E-5
58.88	11	3.28740881871115E-4
58.9	3	8.96566041466677E-5
58.92	6	1.79313208293335E-4
58.94	-3	-8.96566041466677E-5
58.96	-6	-1.79313208293335E-4
58.98	10	2.98855347155559E-4
59	15	4.48283020733338E-4
59.02	-2	-5.97710694311118E-5
59.04	4	1.19542138862224E-4
59.06	3	8.96566041466677E-5
59.08	-1	-2.98855347155559E-5
59.1	22	6.5748176374223E-4
59.12	5	1.49427673577779E-4
59.14	15	4.48283020733338E-4
59.16	7	2.09198743008891E-4
59.18	7	2.09198743008891E-4
59.2	-3	-8.96566041466677E-5
59.22	-11	-3.28740881871115E-4
59.24	-4	-1.19542138862224E-4
59.26	-10	-2.98855347155559E-4
59.28	-14	-4.18397486017782E-4
59.3	-20	-5.97710694311118E-4
59.32	4	1.19542138862224E-4
59.34	18	5.37939624880006E-4
59.36	-4	-1.19542138862224E-4
59.38	-6	-1.79313208293335E-4
59.4	1	2.98855347155559E-5
59.42	-6	-1.79313208293335E-4
59.44	-1	-2.98855347155559E-5
59.46	3	8.96566041466677E-5
59.48	11	3.28740881871115E-4
59.5	16	4.78168555448894E-4
59.52	4	1.19542138862224E-4
59.54	9	2.68969812440003E-4
59.56	-3	-8.96566041466677E-5
59.58	-13	-3.88511951302227E-4
59.6	-10	-2.98855347155559E-4
59.62	3	8.96566041466677E-5
59.64	11	3.28740881871115E-4
59.66	2	5.97710694311118E-5
59.68	-3	-8.96566041466677E-5
59.7	-4	-1.19542138862224E-4
59.72	-1	-2.98855347155559E-5
59.74	5	1.49427673577779E-4
59.76	1	2.98855347155559E-5
59.78	3	8.96566041466677E-5
59.8	-10	-2.98855347155559E-4
59.82	-2	-5.97710694311118E-5
59.84	6	1.79313208293335E-4
59.86	5	1.49427673577779E-4
59.88	-14	-4.18397486017782E-4
59.9	-6	-1.79313208293335E-4
59.92	16	4.78168555448894E-4
59.94	2	5.97710694311118E-5
59.96	-9	-2.68969812440003E-4
59.98	23	6.87367298457786E-4
60	4	1.19542138862224E-4
60.02	-6	-1.79313208293335E-4
60.04	1	2.98855347155559E-5
60.06	8	2.39084277724447E-4
60.08	-6	-1.79313208293335E-4
60.1	7	2.09198743008891E-4
60.12	-4	-1.19542138862224E-4
60.14	2	5.97710694311118E-5
60.16	-6	-1.79313208293335E-4
60.18	13	3.88511951302227E-4
60.2	-7	-2.09198743008891E-4
60.22	4	1.19542138862224E-4
60.24	-1	-2.98855347155559E-5
60.26	-16	-4.78168555448894E-4
60.28	11	3.28740881871115E-4
60.3	0	0
60.32	-6	-1.79313208293335E-4
60.34	6	1.79313208293335E-4
60.36	-4	-1.19542138862224E-4
60.38	-2	-5.97710694311118E-5
60.4	2	5.97710694311118E-5
60.42	9	2.68969812440003E-4
60.44	6	1.79313208293335E-4
60.46	-4	-1.19542138862224E-4
60.48	9	2.68969812440003E-4
60.5	5	1.49427673577779E-4
60.52	-7	-2.09198743008891E-4
60.54	-19	-5.67825159595562E-4
60.56	-22	-6.5748176374223E-4
60.58	-7	-2.09198743008891E-4
60.6	3	8.96566041466677E-5
60.62	10	2.98855347155559E-4
60.64	1	2.98855347155559E-5
60.66	11	3.28740881871115E-4
60.68	3	8.96566041466677E-5
60.7	-7	-2.09198743008891E-4
60.72	-20	-5.97710694311118E-4
60.74	-4	-1.19542138862224E-4
60.76	4	1.19542138862224E-4
60.78	-1	-2.98855347155559E-5
60.8	-11	-3.28740881871115E-4
60.82	-4	-1.19542138862224E-4
60.84	19	5.67825159595562E-4
60.86	6	1.79313208293335E-4
60.88	7	2.09198743008891E-4
60.9	19	5.67825159595562E-4
60.92	16	4.78168555448894E-4
60.94	2	5.97710694311118E-5
60.96	1	2.98855347155559E-5
60.98	5	1.49427673577779E-4
61	-2	-5.97710694311118E-5
61.02	-7	-2.09198743008891E-4
61.04	-3	-8.96566041466677E-5
61.06	1	2.98855347155559E-5
61.08	12	3.58626416586671E-4
61.1	-15	-4.48283020733338E-4
61.12	-14	-4.18397486017782E-4
61.14	2	5.97710694311118E-5
61.16	14	4.18397486017782E-4
61.18	9	2.68969812440003E-4
61.2	12	3.58626416586671E-4
61.22	22	6.5748176374223E-4
61.24	-4	-1.19542138862224E-4
61.26	-1	-2.98855347155559E-5
61.28	17	5.0805409016445E-4
61.3	13	3.88511951302227E-4
61.32	8	2.39084277724447E-4
61.34	-13	-3.88511951302227E-4
61.36	0	0
61.38	12	3.58626416586671E-4
61.4	-3	-8.96566041466677E-5
61.42	-1	-2.98855347155559E-5
61.44	1	2.98855347155559E-5
61.46	8	2.39084277724447E-4
61.48	-1	-2.98855347155559E-5
61.5	-4	-1.19542138862224E-4
61.52	0	0
61.54	-12	-3.58626416586671E-4
61.56	2	5.97710694311118E-5
61.58	-3	-8.96566041466677E-5
61.6	-5	-1.49427673577779E-4
61.62	-11	-3.28740881871115E-4
61.64	-5	-1.49427673577779E-4
61.66	6	1.79313208293335E-4
61.68	6	1.79313208293335E-4
61.7	-7	-2.09198743008891E-4
61.72	0	0
61.74	5	1.49427673577779E-4
61.76	12	3.58626416586671E-4
61.78	16	4.78168555448894E-4
61.8	22	6.5748176374223E-4
61.82	3	8.96566041466677E-5
61.84	11	3.28740881871115E-4
61.86	15	4.48283020733338E-4
61.88	4	1.19542138862224E-4
61.9	4	1.19542138862224E-4
61.92	10	2.98855347155559E-4
61.94	1	2.98855347155559E-5
61.96	13	3.88511951302227E-4
61.98	3	8.96566041466677E-5
62	-2	-5.97710694311118E-5
62.02	-8	-2.39084277724447E-4
62.04	-4	-1.19542138862224E-4
62.06	7	2.09198743008891E-4
62.08	14	4.18397486017782E-4
62.1	13	3.88511951302227E-4
62.12	3	8.96566041466677E-5
62.14	-2	-5.97710694311118E-5
62.16	-5	-1.49427673577779E-4
62.18	-14	-4.18397486017782E-4
62.2	-3	-8.96566041466677E-5
62.22	5	1.49427673577779E-4
62.24	-2	-5.97710694311118E-5
62.26	0	0
62.28	1	2.98855347155559E-5
62.3	6	1.79313208293335E-4
62.32	-8	-2.39084277724447E-4
62.34	-30	-8.96566041466677E-4
62.36	-12	-3.58626416586671E-4
62.38	-2	-5.97710694311118E-5
62.4	6	1.79313208293335E-4
62.42	2	5.97710694311118E-5
62.44	6	1.79313208293335E-4
62.46	10	2.98855347155559E-4
62.48	4	1.19542138862224E-4
62.5	15	4.48283020733338E-4
62.52	12	3.58626416586671E-4
62.54	-5	-1.49427673577779E-4
62.56	-1	-2.98855347155559E-5
62.58	-6	-1.79313208293335E-4
62.6	15	4.48283020733338E-4
62.62	-2	-5.97710694311118E-5
62.64	-9	-2.68969812440003E-4
62.66	-1	-2.98855347155559E-5
62.68	-8	-2.39084277724447E-4
62.7	-19	-5.67825159595562E-4
62.72	-18	-5.37939624880006E-4
62.74	0	0
62.76	-1	-2.98855347155559E-5
62.78	0	0
62.8	8	2.39084277724447E-4
62.82	6	1.79313208293335E-4
62.84	-4	-1.19542138862224E-4
62.86	-4	-1.19542138862224E-4
62.88	-10	-2.98855347155559E-4
62.9	3	8.96566041466677E-5
62.92	-3	-8.96566041466677E-5
62.94	-1	-2.98855347155559E-5
62.96	0	0
62.98	5	1.49427673577779E-4
63	-2	-5.97710694311118E-5
63.02	6	1.79313208293335E-4
63.04	-6	-1.79313208293335E-4
63.06	7	2.09198743008891E-4
63.08	4	1.19542138862224E-4
63.1	1	2.98855347155559E-5
63.12	0	0
63.14	3	8.96566041466677E-5
63.16	6	1.79313208293335E-4
63.18	-7	-2.09198743008891E-4
63.2	-10	-2.98855347155559E-4
63.22	-8	-2.39084277724447E-4
63.24	1	2.98855347155559E-5
63.26	1	2.98855347155559E-5
63.28	-6	-1.79313208293335E-4
63.3	-5	-1.49427673577779E-4
63.32	0	0
63.34	13	3.88511951302227E-4
63.36	4	1.19542138862224E-4
63.38	-2	-5.97710694311118E-5
63.4	1	2.98855347155559E-5
63.42	5	1.49427673577779E-4
63.44	9	2.68969812440003E-4
63.46	3	8.96566041466677E-5
63.48	-1	-2.98855347155559E-5
63.5	1	2.98855347155559E-5
63.52	9	2.68969812440003E-4
63.54	4	1.19542138862224E-4
63.56	-13	-3.88511951302227E-4
63.58	-3	-8.96566041466677E-5
63.6	-4	-1.19542138862224E-4
63.62	-1	-2.98855347155559E-5
63.64	0	0
63.66	-12	-3.58626416586671E-4
63.68	9	2.68969812440003E-4
63.7	-5	-1.49427673577779E-4
63.72	-6	-1.79313208293335E-4
63.74	-14	-4.18397486017782E-4
63.76	2	5.97710694311118E-5
63.78	3	8.96566041466677E-5
63.8	0	0
63.82	8	2.39084277724447E-4
63.84	3	8.96566041466677E-5
63.86	-4	-1.19542138862224E-4
63.88	-11	-3.28740881871115E-4
63.9	6	1.79313208293335E-4
63.92	6	1.79313208293335E-4
63.94	-6	-1.79313208293335E-4
63.96	0	0
63.98	-3	-8.96566041466677E-5
64	-8	-2.39084277724447E-4
64.02	-3	-8.96566041466677E-5
64.04	-7	-2.09198743008891E-4
64.06	1	2.98855347155559E-5
64.08	2	5.97710694311118E-5
64.1	-1	-2.98855347155559E-5
64.12	-9	-2.68969812440003E-4
64.14	3	8.96566041466677E-5
64.16	11	3.28740881871115E-4
64.18	-1	-2.98855347155559E-5
64.2	4	1.19542138862224E-4
64.22	-6	-1.79313208293335E-4
64.24	-3	-8.96566041466677E-5
64.26	0	0
64.28	2	5.97710694311118E-5
64.3	-6	-1.79313208293335E-4
64.32	0	0
64.34	-1	-2.98855347155559E-5
64.36	1	2.98855347155559E-5
64.38	4	1.19542138862224E-4
64.4	2	5.97710694311118E-5
64.42	-4	-1.19542138862224E-4
64.44	-6	-1.79313208293335E-4
64.46	3	8.96566041466677E-5
64.48	-3	-8.96566041466677E-5
64.5	1	2.98855347155559E-5
64.52	7	2.09198743008891E-4
64.54	2	5.97710694311118E-5
64.56	-3	-8.96566041466677E-5
64.58	8	2.39084277724447E-4
64.6	7	2.09198743008891E-4
64.62	-6	-1.79313208293335E-4
64.64	-2	-5.97710694311118E-5
64.66	-5	-1.49427673577779E-4
64.68	-2	-5.97710694311118E-5
64.7	-4	-1.19542138862224E-4
64.72	9	2.68969812440003E-4
64.74	-5	-1.49427673577779E-4
64.76	-1	-2.98855347155559E-5
64.78	12	3.58626416586671E-4
64.8	1	2.98855347155559E-5
64.82	0	0
64.84	-13	-3.88511951302227E-4
64.86	-6	-1.79313208293335E-4
64.88	17	5.0805409016445E-4
