Time [µs]	v1J2, First, 10.12.	v1J2, First, 10.12.
	25k shots	25k shots
Laser Power [mJ]		power corrected
33.92	9	4.00520480907075E-4
33.94	-2	-8.90045513126833E-5
33.96	2	8.90045513126833E-5
33.98	-1	-4.45022756563417E-5
34	4	1.78009102625367E-4
34.02	9	4.00520480907075E-4
34.04	9	4.00520480907075E-4
34.06	10	4.45022756563417E-4
34.08	1	4.45022756563417E-5
34.1	6	2.6701365393805E-4
34.12	8	3.56018205250733E-4
34.14	8	3.56018205250733E-4
34.16	10	4.45022756563417E-4
34.18	-2	-8.90045513126833E-5
34.2	0	0
34.22	-12	-5.340273078761E-4
34.24	-5	-2.22511378281708E-4
34.26	9	4.00520480907075E-4
34.28	2	8.90045513126833E-5
34.3	-5	-2.22511378281708E-4
34.32	-4	-1.78009102625367E-4
34.34	3	1.33506826969025E-4
34.36	6	2.6701365393805E-4
34.38	7	3.11515929594392E-4
34.4	7	3.11515929594392E-4
34.42	4	1.78009102625367E-4
34.44	6	2.6701365393805E-4
34.46	10	4.45022756563417E-4
34.48	1	4.45022756563417E-5
34.5	3	1.33506826969025E-4
34.52	3	1.33506826969025E-4
34.54	0	0
34.56	6	2.6701365393805E-4
34.58	4	1.78009102625367E-4
34.6	-3	-1.33506826969025E-4
34.62	4	1.78009102625367E-4
34.64	5	2.22511378281708E-4
34.66	5	2.22511378281708E-4
34.68	1	4.45022756563417E-5
34.7	-3	-1.33506826969025E-4
34.72	9	4.00520480907075E-4
34.74	-2	-8.90045513126833E-5
34.76	4	1.78009102625367E-4
34.78	8	3.56018205250733E-4
34.8	5	2.22511378281708E-4
34.82	5	2.22511378281708E-4
34.84	7	3.11515929594392E-4
34.86	10	4.45022756563417E-4
34.88	19	8.45543237470492E-4
34.9	-1	-4.45022756563417E-5
34.92	-2	-8.90045513126833E-5
34.94	-4	-1.78009102625367E-4
34.96	3	1.33506826969025E-4
34.98	7	3.11515929594392E-4
35	5	2.22511378281708E-4
35.02	9	4.00520480907075E-4
35.04	5	2.22511378281708E-4
35.06	3	1.33506826969025E-4
35.08	8	3.56018205250733E-4
35.1	11	4.89525032219758E-4
35.12	8	3.56018205250733E-4
35.14	5	2.22511378281708E-4
35.16	6	2.6701365393805E-4
35.18	10	4.45022756563417E-4
35.2	6	2.6701365393805E-4
35.22	0	0
35.24	-4	-1.78009102625367E-4
35.26	6	2.6701365393805E-4
35.28	-2	-8.90045513126833E-5
35.3	1	4.45022756563417E-5
35.32	6	2.6701365393805E-4
35.34	5	2.22511378281708E-4
35.36	0	0
35.38	0	0
35.4	9	4.00520480907075E-4
35.42	1	4.45022756563417E-5
35.44	7	3.11515929594392E-4
35.46	6	2.6701365393805E-4
35.48	5	2.22511378281708E-4
35.5	5	2.22511378281708E-4
35.52	5	2.22511378281708E-4
35.54	12	5.340273078761E-4
35.56	5	2.22511378281708E-4
35.58	11	4.89525032219758E-4
35.6	7	3.11515929594392E-4
35.62	4	1.78009102625367E-4
35.64	5	2.22511378281708E-4
35.66	7	3.11515929594392E-4
35.68	1	4.45022756563417E-5
35.7	-3	-1.33506826969025E-4
35.72	4	1.78009102625367E-4
35.74	13	5.78529583532442E-4
35.76	9	4.00520480907075E-4
35.78	5	2.22511378281708E-4
35.8	4	1.78009102625367E-4
35.82	3	1.33506826969025E-4
35.84	5	2.22511378281708E-4
35.86	6	2.6701365393805E-4
35.88	9	4.00520480907075E-4
35.9	8	3.56018205250733E-4
35.92	7	3.11515929594392E-4
35.94	7	3.11515929594392E-4
35.96	1	4.45022756563417E-5
35.98	-5	-2.22511378281708E-4
36	-1	-4.45022756563417E-5
36.02	7	3.11515929594392E-4
36.04	1	4.45022756563417E-5
36.06	-2	-8.90045513126833E-5
36.08	-8	-3.56018205250733E-4
36.1	-5	-2.22511378281708E-4
36.12	10	4.45022756563417E-4
36.14	6	2.6701365393805E-4
36.16	6	2.6701365393805E-4
36.18	2	8.90045513126833E-5
36.2	7	3.11515929594392E-4
36.22	7	3.11515929594392E-4
36.24	3	1.33506826969025E-4
36.26	7	3.11515929594392E-4
36.28	1	4.45022756563417E-5
36.3	7	3.11515929594392E-4
36.32	17	7.56538686157808E-4
36.34	1	4.45022756563417E-5
36.36	7	3.11515929594392E-4
36.38	-2	-8.90045513126833E-5
36.4	5	2.22511378281708E-4
36.42	-1	-4.45022756563417E-5
36.44	10	4.45022756563417E-4
36.46	4	1.78009102625367E-4
36.48	1	4.45022756563417E-5
36.5	0	0
36.52	-2	-8.90045513126833E-5
36.54	2	8.90045513126833E-5
36.56	2	8.90045513126833E-5
36.58	6	2.6701365393805E-4
36.6	9	4.00520480907075E-4
36.62	5	2.22511378281708E-4
36.64	1	4.45022756563417E-5
36.66	4	1.78009102625367E-4
36.68	12	5.340273078761E-4
36.7	8	3.56018205250733E-4
36.72	5	2.22511378281708E-4
36.74	-1	-4.45022756563417E-5
36.76	8	3.56018205250733E-4
36.78	13	5.78529583532442E-4
36.8	11	4.89525032219758E-4
36.82	7	3.11515929594392E-4
36.84	9	4.00520480907075E-4
36.86	0	0
36.88	2	8.90045513126833E-5
36.9	12	5.340273078761E-4
36.92	-4	-1.78009102625367E-4
36.94	-3	-1.33506826969025E-4
36.96	2	8.90045513126833E-5
36.98	-6	-2.6701365393805E-4
37	6	2.6701365393805E-4
37.02	6	2.6701365393805E-4
37.04	14	6.23031859188783E-4
37.06	0	0
37.08	7	3.11515929594392E-4
37.1	8	3.56018205250733E-4
37.12	7	3.11515929594392E-4
37.14	3	1.33506826969025E-4
37.16	11	4.89525032219758E-4
37.18	-1	-4.45022756563417E-5
37.2	6	2.6701365393805E-4
37.22	-2	-8.90045513126833E-5
37.24	7	3.11515929594392E-4
37.26	2	8.90045513126833E-5
37.28	2	8.90045513126833E-5
37.3	2	8.90045513126833E-5
37.32	3	1.33506826969025E-4
37.34	4	1.78009102625367E-4
37.36	-5	-2.22511378281708E-4
37.38	4	1.78009102625367E-4
37.4	12	5.340273078761E-4
37.42	11	4.89525032219758E-4
37.44	11	4.89525032219758E-4
37.46	15	6.67534134845125E-4
37.48	11	4.89525032219758E-4
37.5	9	4.00520480907075E-4
37.52	9	4.00520480907075E-4
37.54	11	4.89525032219758E-4
37.56	4	1.78009102625367E-4
37.58	0	0
37.6	9	4.00520480907075E-4
37.62	5	2.22511378281708E-4
37.64	-9	-4.00520480907075E-4
37.66	1	4.45022756563417E-5
37.68	11	4.89525032219758E-4
37.7	6	2.6701365393805E-4
37.72	-3	-1.33506826969025E-4
37.74	-2	-8.90045513126833E-5
37.76	12	5.340273078761E-4
37.78	14	6.23031859188783E-4
37.8	8	3.56018205250733E-4
37.82	-3	-1.33506826969025E-4
37.84	-6	-2.6701365393805E-4
37.86	6	2.6701365393805E-4
37.88	4	1.78009102625367E-4
37.9	8	3.56018205250733E-4
37.92	9	4.00520480907075E-4
37.94	4	1.78009102625367E-4
37.96	11	4.89525032219758E-4
37.98	11	4.89525032219758E-4
38	-1	-4.45022756563417E-5
38.02	-3	-1.33506826969025E-4
38.04	4	1.78009102625367E-4
38.06	3	1.33506826969025E-4
38.08	7	3.11515929594392E-4
38.1	4	1.78009102625367E-4
38.12	9	4.00520480907075E-4
38.14	7	3.11515929594392E-4
38.16	5	2.22511378281708E-4
38.18	-1	-4.45022756563417E-5
38.2	4	1.78009102625367E-4
38.22	3	1.33506826969025E-4
38.24	2	8.90045513126833E-5
38.26	10	4.45022756563417E-4
38.28	1	4.45022756563417E-5
38.3	13	5.78529583532442E-4
38.32	8	3.56018205250733E-4
38.34	8	3.56018205250733E-4
38.36	13	5.78529583532442E-4
38.38	4	1.78009102625367E-4
38.4	7	3.11515929594392E-4
38.42	-1	-4.45022756563417E-5
38.44	-4	-1.78009102625367E-4
38.46	8	3.56018205250733E-4
38.48	11	4.89525032219758E-4
38.5	14	6.23031859188783E-4
38.52	15	6.67534134845125E-4
38.54	8	3.56018205250733E-4
38.56	2	8.90045513126833E-5
38.58	9	4.00520480907075E-4
38.6	0	0
38.62	3	1.33506826969025E-4
38.64	11	4.89525032219758E-4
38.66	11	4.89525032219758E-4
38.68	6	2.6701365393805E-4
38.7	6	2.6701365393805E-4
38.72	4	1.78009102625367E-4
38.74	7	3.11515929594392E-4
38.76	7	3.11515929594392E-4
38.78	10	4.45022756563417E-4
38.8	-2	-8.90045513126833E-5
38.82	4	1.78009102625367E-4
38.84	8	3.56018205250733E-4
38.86	5	2.22511378281708E-4
38.88	8	3.56018205250733E-4
38.9	1	4.45022756563417E-5
38.92	2	8.90045513126833E-5
38.94	0	0
38.96	-3	-1.33506826969025E-4
38.98	8	3.56018205250733E-4
39	3	1.33506826969025E-4
39.02	5	2.22511378281708E-4
39.04	2	8.90045513126833E-5
39.06	3	1.33506826969025E-4
39.08	7	3.11515929594392E-4
39.1	4	1.78009102625367E-4
39.12	7	3.11515929594392E-4
39.14	0	0
39.16	3	1.33506826969025E-4
39.18	6	2.6701365393805E-4
39.2	17	7.56538686157808E-4
39.22	3	1.33506826969025E-4
39.24	6	2.6701365393805E-4
39.26	11	4.89525032219758E-4
39.28	11	4.89525032219758E-4
39.3	-12	-5.340273078761E-4
39.32	-13	-5.78529583532442E-4
39.34	3	1.33506826969025E-4
39.36	7	3.11515929594392E-4
39.38	6	2.6701365393805E-4
39.4	5	2.22511378281708E-4
39.42	3	1.33506826969025E-4
39.44	10	4.45022756563417E-4
39.46	8	3.56018205250733E-4
39.48	7	3.11515929594392E-4
39.5	3	1.33506826969025E-4
39.52	1	4.45022756563417E-5
39.54	3	1.33506826969025E-4
39.56	1	4.45022756563417E-5
39.58	10	4.45022756563417E-4
39.6	1	4.45022756563417E-5
39.62	1	4.45022756563417E-5
39.64	7	3.11515929594392E-4
39.66	-3	-1.33506826969025E-4
39.68	-3	-1.33506826969025E-4
39.7	6	2.6701365393805E-4
39.72	11	4.89525032219758E-4
39.74	3	1.33506826969025E-4
39.76	10	4.45022756563417E-4
39.78	4	1.78009102625367E-4
39.8	3	1.33506826969025E-4
39.82	7	3.11515929594392E-4
39.84	2	8.90045513126833E-5
39.86	4	1.78009102625367E-4
39.88	1	4.45022756563417E-5
39.9	6	2.6701365393805E-4
39.92	5	2.22511378281708E-4
39.94	0	0
39.96	3	1.33506826969025E-4
39.98	11	4.89525032219758E-4
40	0	0
40.02	3	1.33506826969025E-4
40.04	-2	-8.90045513126833E-5
40.06	-1	-4.45022756563417E-5
40.08	3	1.33506826969025E-4
40.1	-4	-1.78009102625367E-4
40.12	0	0
40.14	1	4.45022756563417E-5
40.16	2	8.90045513126833E-5
40.18	7	3.11515929594392E-4
40.2	15	6.67534134845125E-4
40.22	5	2.22511378281708E-4
40.24	3	1.33506826969025E-4
40.26	-5	-2.22511378281708E-4
40.28	2	8.90045513126833E-5
40.3	7	3.11515929594392E-4
40.32	9	4.00520480907075E-4
40.34	2	8.90045513126833E-5
40.36	8	3.56018205250733E-4
40.38	6	2.6701365393805E-4
40.4	1	4.45022756563417E-5
40.42	8	3.56018205250733E-4
40.44	17	7.56538686157808E-4
40.46	1	4.45022756563417E-5
40.48	13	5.78529583532442E-4
40.5	8	3.56018205250733E-4
40.52	3	1.33506826969025E-4
40.54	-2	-8.90045513126833E-5
40.56	0	0
40.58	8	3.56018205250733E-4
40.6	3	1.33506826969025E-4
40.62	2	8.90045513126833E-5
40.64	4	1.78009102625367E-4
40.66	-2	-8.90045513126833E-5
40.68	-7	-3.11515929594392E-4
40.7	0	0
40.72	5	2.22511378281708E-4
40.74	5	2.22511378281708E-4
40.76	11	4.89525032219758E-4
40.78	2	8.90045513126833E-5
40.8	2	8.90045513126833E-5
40.82	-1	-4.45022756563417E-5
40.84	0	0
40.86	-1	-4.45022756563417E-5
40.88	-1	-4.45022756563417E-5
40.9	3	1.33506826969025E-4
40.92	2	8.90045513126833E-5
40.94	4	1.78009102625367E-4
40.96	0	0
40.98	5	2.22511378281708E-4
41	6	2.6701365393805E-4
41.02	14	6.23031859188783E-4
41.04	6	2.6701365393805E-4
41.06	10	4.45022756563417E-4
41.08	4	1.78009102625367E-4
41.1	6	2.6701365393805E-4
41.12	8	3.56018205250733E-4
41.14	6	2.6701365393805E-4
41.16	1	4.45022756563417E-5
41.18	2	8.90045513126833E-5
41.2	6	2.6701365393805E-4
41.22	0	0
41.24	-7	-3.11515929594392E-4
41.26	7	3.11515929594392E-4
41.28	12	5.340273078761E-4
41.3	1	4.45022756563417E-5
41.32	9	4.00520480907075E-4
41.34	0	0
41.36	10	4.45022756563417E-4
41.38	2	8.90045513126833E-5
41.4	6	2.6701365393805E-4
41.42	15	6.67534134845125E-4
41.44	13	5.78529583532442E-4
41.46	4	1.78009102625367E-4
41.48	10	4.45022756563417E-4
41.5	-1	-4.45022756563417E-5
41.52	3	1.33506826969025E-4
41.54	2	8.90045513126833E-5
41.56	-2	-8.90045513126833E-5
41.58	9	4.00520480907075E-4
41.6	2	8.90045513126833E-5
41.62	9	4.00520480907075E-4
41.64	11	4.89525032219758E-4
41.66	6	2.6701365393805E-4
41.68	5	2.22511378281708E-4
41.7	4	1.78009102625367E-4
41.72	6	2.6701365393805E-4
41.74	6	2.6701365393805E-4
41.76	2	8.90045513126833E-5
41.78	5	2.22511378281708E-4
41.8	2	8.90045513126833E-5
41.82	4	1.78009102625367E-4
41.84	11	4.89525032219758E-4
41.86	9	4.00520480907075E-4
41.88	9	4.00520480907075E-4
41.9	3	1.33506826969025E-4
41.92	1	4.45022756563417E-5
41.94	12	5.340273078761E-4
41.96	1	4.45022756563417E-5
41.98	2	8.90045513126833E-5
42	3	1.33506826969025E-4
42.02	7	3.11515929594392E-4
42.04	-2	-8.90045513126833E-5
42.06	-2	-8.90045513126833E-5
42.08	6	2.6701365393805E-4
42.1	9	4.00520480907075E-4
42.12	3	1.33506826969025E-4
42.14	-1	-4.45022756563417E-5
42.16	0	0
42.18	3	1.33506826969025E-4
42.2	15	6.67534134845125E-4
42.22	5	2.22511378281708E-4
42.24	13	5.78529583532442E-4
42.26	4	1.78009102625367E-4
42.28	-5	-2.22511378281708E-4
42.3	14	6.23031859188783E-4
42.32	13	5.78529583532442E-4
42.34	5	2.22511378281708E-4
42.36	22	9.79050064439517E-4
42.38	-5	-2.22511378281708E-4
42.4	4	1.78009102625367E-4
42.42	0	0
42.44	5	2.22511378281708E-4
42.46	7	3.11515929594392E-4
42.48	1	4.45022756563417E-5
42.5	11	4.89525032219758E-4
42.52	6	2.6701365393805E-4
42.54	8	3.56018205250733E-4
42.56	-1	-4.45022756563417E-5
42.58	3	1.33506826969025E-4
42.6	2	8.90045513126833E-5
42.62	8	3.56018205250733E-4
42.64	2	8.90045513126833E-5
42.66	1	4.45022756563417E-5
42.68	2	8.90045513126833E-5
42.7	2	8.90045513126833E-5
42.72	0	0
42.74	6	2.6701365393805E-4
42.76	-3	-1.33506826969025E-4
42.78	7	3.11515929594392E-4
42.8	0	0
42.82	0	0
42.84	15	6.67534134845125E-4
42.86	8	3.56018205250733E-4
42.88	10	4.45022756563417E-4
42.9	6	2.6701365393805E-4
42.92	5	2.22511378281708E-4
42.94	-8	-3.56018205250733E-4
42.96	6	2.6701365393805E-4
42.98	0	0
43	0	0
43.02	6	2.6701365393805E-4
43.04	15	6.67534134845125E-4
43.06	6	2.6701365393805E-4
43.08	7	3.11515929594392E-4
43.1	7	3.11515929594392E-4
43.12	0	0
43.14	4	1.78009102625367E-4
43.16	8	3.56018205250733E-4
43.18	12	5.340273078761E-4
43.2	3	1.33506826969025E-4
43.22	14	6.23031859188783E-4
43.24	11	4.89525032219758E-4
43.26	3	1.33506826969025E-4
43.28	13	5.78529583532442E-4
43.3	6	2.6701365393805E-4
43.32	5	2.22511378281708E-4
43.34	13	5.78529583532442E-4
43.36	-3	-1.33506826969025E-4
43.38	4	1.78009102625367E-4
43.4	-1	-4.45022756563417E-5
43.42	4	1.78009102625367E-4
43.44	15	6.67534134845125E-4
43.46	7	3.11515929594392E-4
43.48	10	4.45022756563417E-4
43.5	5	2.22511378281708E-4
43.52	-3	-1.33506826969025E-4
43.54	-8	-3.56018205250733E-4
43.56	5	2.22511378281708E-4
43.58	7	3.11515929594392E-4
43.6	9	4.00520480907075E-4
43.62	5	2.22511378281708E-4
43.64	0	0
43.66	8	3.56018205250733E-4
43.68	6	2.6701365393805E-4
43.7	7	3.11515929594392E-4
43.72	2	8.90045513126833E-5
43.74	6	2.6701365393805E-4
43.76	12	5.340273078761E-4
43.78	2	8.90045513126833E-5
43.8	5	2.22511378281708E-4
43.82	9	4.00520480907075E-4
43.84	6	2.6701365393805E-4
43.86	5	2.22511378281708E-4
43.88	4	1.78009102625367E-4
43.9	8	3.56018205250733E-4
43.92	3	1.33506826969025E-4
43.94	0	0
43.96	4	1.78009102625367E-4
43.98	2	8.90045513126833E-5
44	13	5.78529583532442E-4
44.02	6	2.6701365393805E-4
44.04	0	0
44.06	4	1.78009102625367E-4
44.08	2	8.90045513126833E-5
44.1	-1	-4.45022756563417E-5
44.12	4	1.78009102625367E-4
44.14	6	2.6701365393805E-4
44.16	11	4.89525032219758E-4
44.18	4	1.78009102625367E-4
44.2	6	2.6701365393805E-4
44.22	10	4.45022756563417E-4
44.24	8	3.56018205250733E-4
44.26	7	3.11515929594392E-4
44.28	6	2.6701365393805E-4
44.3	8	3.56018205250733E-4
44.32	3	1.33506826969025E-4
44.34	3	1.33506826969025E-4
44.36	4	1.78009102625367E-4
44.38	1	4.45022756563417E-5
44.4	3	1.33506826969025E-4
44.42	3	1.33506826969025E-4
44.44	19	8.45543237470492E-4
44.46	1	4.45022756563417E-5
44.48	9	4.00520480907075E-4
44.5	11	4.89525032219758E-4
44.52	20	8.90045513126833E-4
44.54	0	0
44.56	-2	-8.90045513126833E-5
44.58	-6	-2.6701365393805E-4
44.6	3	1.33506826969025E-4
44.62	6	2.6701365393805E-4
44.64	0	0
44.66	-2	-8.90045513126833E-5
44.68	-3	-1.33506826969025E-4
44.7	1	4.45022756563417E-5
44.72	4	1.78009102625367E-4
44.74	12	5.340273078761E-4
44.76	9	4.00520480907075E-4
44.78	-1	-4.45022756563417E-5
44.8	2	8.90045513126833E-5
44.82	-1	-4.45022756563417E-5
44.84	5	2.22511378281708E-4
44.86	-7	-3.11515929594392E-4
44.88	2	8.90045513126833E-5
44.9	4	1.78009102625367E-4
44.92	5	2.22511378281708E-4
44.94	6	2.6701365393805E-4
44.96	8	3.56018205250733E-4
44.98	5	2.22511378281708E-4
45	13	5.78529583532442E-4
45.02	10	4.45022756563417E-4
45.04	5	2.22511378281708E-4
45.06	11	4.89525032219758E-4
45.08	12	5.340273078761E-4
45.1	5	2.22511378281708E-4
45.12	1	4.45022756563417E-5
45.14	10	4.45022756563417E-4
45.16	6	2.6701365393805E-4
45.18	6	2.6701365393805E-4
45.2	8	3.56018205250733E-4
45.22	7	3.11515929594392E-4
45.24	3	1.33506826969025E-4
45.26	3	1.33506826969025E-4
45.28	3	1.33506826969025E-4
45.3	1	4.45022756563417E-5
45.32	6	2.6701365393805E-4
45.34	2	8.90045513126833E-5
45.36	2	8.90045513126833E-5
45.38	4	1.78009102625367E-4
45.4	2	8.90045513126833E-5
45.42	7	3.11515929594392E-4
45.44	4	1.78009102625367E-4
45.46	5	2.22511378281708E-4
45.48	-1	-4.45022756563417E-5
45.5	2	8.90045513126833E-5
45.52	11	4.89525032219758E-4
45.54	5	2.22511378281708E-4
45.56	7	3.11515929594392E-4
45.58	5	2.22511378281708E-4
45.6	-1	-4.45022756563417E-5
45.62	10	4.45022756563417E-4
45.64	8	3.56018205250733E-4
45.66	3	1.33506826969025E-4
45.68	5	2.22511378281708E-4
45.7	3	1.33506826969025E-4
45.72	9	4.00520480907075E-4
45.74	2	8.90045513126833E-5
45.76	9	4.00520480907075E-4
45.78	2	8.90045513126833E-5
45.8	5	2.22511378281708E-4
45.82	0	0
45.84	1	4.45022756563417E-5
45.86	5	2.22511378281708E-4
45.88	3	1.33506826969025E-4
45.9	-3	-1.33506826969025E-4
45.92	-5	-2.22511378281708E-4
45.94	1	4.45022756563417E-5
45.96	12	5.340273078761E-4
45.98	3	1.33506826969025E-4
46	9	4.00520480907075E-4
46.02	3	1.33506826969025E-4
46.04	5	2.22511378281708E-4
46.06	2	8.90045513126833E-5
46.08	-6	-2.6701365393805E-4
46.1	3	1.33506826969025E-4
46.12	2	8.90045513126833E-5
46.14	2	8.90045513126833E-5
46.16	3	1.33506826969025E-4
46.18	0	0
46.2	3	1.33506826969025E-4
46.22	3	1.33506826969025E-4
46.24	8	3.56018205250733E-4
46.26	6	2.6701365393805E-4
46.28	11	4.89525032219758E-4
46.3	8	3.56018205250733E-4
46.32	6	2.6701365393805E-4
46.34	4	1.78009102625367E-4
46.36	1	4.45022756563417E-5
46.38	5	2.22511378281708E-4
46.4	6	2.6701365393805E-4
46.42	11	4.89525032219758E-4
46.44	8	3.56018205250733E-4
46.46	2	8.90045513126833E-5
46.48	-7	-3.11515929594392E-4
46.5	-4	-1.78009102625367E-4
46.52	3	1.33506826969025E-4
46.54	7	3.11515929594392E-4
46.56	7	3.11515929594392E-4
46.58	6	2.6701365393805E-4
46.6	5	2.22511378281708E-4
46.62	6	2.6701365393805E-4
46.64	5	2.22511378281708E-4
46.66	-2	-8.90045513126833E-5
46.68	0	0
46.7	8	3.56018205250733E-4
46.72	5	2.22511378281708E-4
46.74	-1	-4.45022756563417E-5
46.76	15	6.67534134845125E-4
46.78	8	3.56018205250733E-4
46.8	2	8.90045513126833E-5
46.82	-6	-2.6701365393805E-4
46.84	6	2.6701365393805E-4
46.86	4	1.78009102625367E-4
46.88	2	8.90045513126833E-5
46.9	-2	-8.90045513126833E-5
46.92	9	4.00520480907075E-4
46.94	-2	-8.90045513126833E-5
46.96	8	3.56018205250733E-4
46.98	1	4.45022756563417E-5
47	3	1.33506826969025E-4
47.02	4	1.78009102625367E-4
47.04	9	4.00520480907075E-4
47.06	-2	-8.90045513126833E-5
47.08	2	8.90045513126833E-5
47.1	-7	-3.11515929594392E-4
47.12	4	1.78009102625367E-4
47.14	14	6.23031859188783E-4
47.16	8	3.56018205250733E-4
47.18	3	1.33506826969025E-4
47.2	-1	-4.45022756563417E-5
47.22	3	1.33506826969025E-4
47.24	13	5.78529583532442E-4
47.26	7	3.11515929594392E-4
47.28	13	5.78529583532442E-4
47.3	8	3.56018205250733E-4
47.32	1	4.45022756563417E-5
47.34	-2	-8.90045513126833E-5
47.36	-1	-4.45022756563417E-5
47.38	2	8.90045513126833E-5
47.4	7	3.11515929594392E-4
47.42	10	4.45022756563417E-4
47.44	2	8.90045513126833E-5
47.46	2	8.90045513126833E-5
47.48	-6	-2.6701365393805E-4
47.5	-5	-2.22511378281708E-4
47.52	1	4.45022756563417E-5
47.54	2	8.90045513126833E-5
47.56	6	2.6701365393805E-4
47.58	9	4.00520480907075E-4
47.6	14	6.23031859188783E-4
47.62	7	3.11515929594392E-4
47.64	6	2.6701365393805E-4
47.66	10	4.45022756563417E-4
47.68	5	2.22511378281708E-4
47.7	7	3.11515929594392E-4
47.72	-7	-3.11515929594392E-4
47.74	1	4.45022756563417E-5
47.76	2	8.90045513126833E-5
47.78	4	1.78009102625367E-4
47.8	8	3.56018205250733E-4
47.82	-3	-1.33506826969025E-4
47.84	12	5.340273078761E-4
47.86	7	3.11515929594392E-4
47.88	17	7.56538686157808E-4
47.9	14	6.23031859188783E-4
47.92	10	4.45022756563417E-4
47.94	5	2.22511378281708E-4
47.96	5	2.22511378281708E-4
47.98	1	4.45022756563417E-5
48	-3	-1.33506826969025E-4
48.02	0	0
48.04	-4	-1.78009102625367E-4
48.06	-3	-1.33506826969025E-4
48.08	7	3.11515929594392E-4
48.1	8	3.56018205250733E-4
48.12	6	2.6701365393805E-4
48.14	6	2.6701365393805E-4
48.16	8	3.56018205250733E-4
48.18	4	1.78009102625367E-4
48.2	2	8.90045513126833E-5
48.22	10	4.45022756563417E-4
48.24	5	2.22511378281708E-4
48.26	9	4.00520480907075E-4
48.28	8	3.56018205250733E-4
48.3	6	2.6701365393805E-4
48.32	0	0
48.34	5	2.22511378281708E-4
48.36	3	1.33506826969025E-4
48.38	1	4.45022756563417E-5
48.4	10	4.45022756563417E-4
48.42	3	1.33506826969025E-4
48.44	2	8.90045513126833E-5
48.46	3	1.33506826969025E-4
48.48	-2	-8.90045513126833E-5
48.5	4	1.78009102625367E-4
48.52	1	4.45022756563417E-5
48.54	-2	-8.90045513126833E-5
48.56	2	8.90045513126833E-5
48.58	-3	-1.33506826969025E-4
48.6	3	1.33506826969025E-4
48.62	2	8.90045513126833E-5
48.64	2	8.90045513126833E-5
48.66	-3	-1.33506826969025E-4
48.68	3	1.33506826969025E-4
48.7	7	3.11515929594392E-4
48.72	-1	-4.45022756563417E-5
48.74	-1	-4.45022756563417E-5
48.76	9	4.00520480907075E-4
48.78	6	2.6701365393805E-4
48.8	8	3.56018205250733E-4
48.82	9	4.00520480907075E-4
48.84	0	0
48.86	6	2.6701365393805E-4
48.88	3	1.33506826969025E-4
48.9	11	4.89525032219758E-4
48.92	0	0
48.94	7	3.11515929594392E-4
48.96	17	7.56538686157808E-4
48.98	13	5.78529583532442E-4
49	-1	-4.45022756563417E-5
49.02	11	4.89525032219758E-4
49.04	6	2.6701365393805E-4
49.06	1	4.45022756563417E-5
49.08	5	2.22511378281708E-4
49.1	2	8.90045513126833E-5
49.12	3	1.33506826969025E-4
49.14	-1	-4.45022756563417E-5
49.16	5	2.22511378281708E-4
49.18	7	3.11515929594392E-4
49.2	4	1.78009102625367E-4
49.22	-3	-1.33506826969025E-4
49.24	1	4.45022756563417E-5
49.26	8	3.56018205250733E-4
49.28	8	3.56018205250733E-4
49.3	1	4.45022756563417E-5
49.32	-1	-4.45022756563417E-5
49.34	-1	-4.45022756563417E-5
49.36	4	1.78009102625367E-4
49.38	-1	-4.45022756563417E-5
49.4	4	1.78009102625367E-4
49.42	-1	-4.45022756563417E-5
49.44	-9	-4.00520480907075E-4
49.46	2	8.90045513126833E-5
49.48	-4	-1.78009102625367E-4
49.5	2	8.90045513126833E-5
49.52	10	4.45022756563417E-4
49.54	19	8.45543237470492E-4
49.56	11	4.89525032219758E-4
49.58	12	5.340273078761E-4
49.6	8	3.56018205250733E-4
49.62	3	1.33506826969025E-4
49.64	3	1.33506826969025E-4
49.66	4	1.78009102625367E-4
49.68	-3	-1.33506826969025E-4
49.7	4	1.78009102625367E-4
49.72	-14	-6.23031859188783E-4
49.74	-2	-8.90045513126833E-5
49.76	2	8.90045513126833E-5
49.78	6	2.6701365393805E-4
49.8	-1	-4.45022756563417E-5
49.82	9	4.00520480907075E-4
49.84	3	1.33506826969025E-4
49.86	4	1.78009102625367E-4
49.88	6	2.6701365393805E-4
49.9	13	5.78529583532442E-4
49.92	-1	-4.45022756563417E-5
49.94	-6	-2.6701365393805E-4
49.96	10	4.45022756563417E-4
49.98	12	5.340273078761E-4
50	7	3.11515929594392E-4
50.02	7	3.11515929594392E-4
50.04	11	4.89525032219758E-4
50.06	6	2.6701365393805E-4
50.08	-1	-4.45022756563417E-5
50.1	-3	-1.33506826969025E-4
50.12	-3	-1.33506826969025E-4
50.14	-3	-1.33506826969025E-4
50.16	5	2.22511378281708E-4
50.18	2	8.90045513126833E-5
50.2	9	4.00520480907075E-4
50.22	3	1.33506826969025E-4
50.24	6	2.6701365393805E-4
50.26	4	1.78009102625367E-4
50.28	10	4.45022756563417E-4
50.3	6	2.6701365393805E-4
50.32	5	2.22511378281708E-4
50.34	5	2.22511378281708E-4
50.36	5	2.22511378281708E-4
50.38	0	0
50.4	6	2.6701365393805E-4
50.42	14	6.23031859188783E-4
50.44	3	1.33506826969025E-4
50.46	7	3.11515929594392E-4
50.48	0	0
50.5	-4	-1.78009102625367E-4
