Time [µs]	v1J2, First, 10.12.	v1J2, First, 10.12.
	25k shots	25k shots
Laser Power [mJ]		power corrected
67.1	-9	-4.00520480907075E-4
67.12	-1	-4.45022756563417E-5
67.14	1	4.45022756563417E-5
67.16	5	2.22511378281708E-4
67.18	10	4.45022756563417E-4
67.2	5	2.22511378281708E-4
67.22	0	0
67.24	6	2.6701365393805E-4
67.26	1	4.45022756563417E-5
67.28	4	1.78009102625367E-4
67.3	4	1.78009102625367E-4
67.32	6	2.6701365393805E-4
67.34	6	2.6701365393805E-4
67.36	6	2.6701365393805E-4
67.38	6	2.6701365393805E-4
67.4	7	3.11515929594392E-4
67.42	3	1.33506826969025E-4
67.44	4	1.78009102625367E-4
67.46	-1	-4.45022756563417E-5
67.48	1	4.45022756563417E-5
67.5	8	3.56018205250733E-4
67.52	4	1.78009102625367E-4
67.54	1	4.45022756563417E-5
67.56	6	2.6701365393805E-4
67.58	2	8.90045513126833E-5
67.6	9	4.00520480907075E-4
67.62	4	1.78009102625367E-4
67.64	6	2.6701365393805E-4
67.66	4	1.78009102625367E-4
67.68	-1	-4.45022756563417E-5
67.7	4	1.78009102625367E-4
67.72	2	8.90045513126833E-5
67.74	3	1.33506826969025E-4
67.76	5	2.22511378281708E-4
67.78	2	8.90045513126833E-5
67.8	4	1.78009102625367E-4
67.82	1	4.45022756563417E-5
67.84	8	3.56018205250733E-4
67.86	8	3.56018205250733E-4
67.88	3	1.33506826969025E-4
67.9	6	2.6701365393805E-4
67.92	3	1.33506826969025E-4
67.94	9	4.00520480907075E-4
67.96	10	4.45022756563417E-4
67.98	6	2.6701365393805E-4
68	11	4.89525032219758E-4
68.02	16	7.12036410501467E-4
68.04	9	4.00520480907075E-4
68.06	7	3.11515929594392E-4
68.08	4	1.78009102625367E-4
68.1	11	4.89525032219758E-4
68.12	9	4.00520480907075E-4
68.14	2	8.90045513126833E-5
68.16	7	3.11515929594392E-4
68.18	1	4.45022756563417E-5
68.2	8	3.56018205250733E-4
68.22	-1	-4.45022756563417E-5
68.24	4	1.78009102625367E-4
68.26	5	2.22511378281708E-4
68.28	5	2.22511378281708E-4
68.3	-2	-8.90045513126833E-5
68.32	9	4.00520480907075E-4
68.34	12	5.340273078761E-4
68.36	2	8.90045513126833E-5
68.38	1	4.45022756563417E-5
68.4	5	2.22511378281708E-4
68.42	0	0
68.44	-5	-2.22511378281708E-4
68.46	1	4.45022756563417E-5
68.48	4	1.78009102625367E-4
68.5	-2	-8.90045513126833E-5
68.52	5	2.22511378281708E-4
68.54	13	5.78529583532442E-4
68.56	6	2.6701365393805E-4
68.58	17	7.56538686157808E-4
68.6	0	0
68.62	8	3.56018205250733E-4
68.64	9	4.00520480907075E-4
68.66	7	3.11515929594392E-4
68.68	5	2.22511378281708E-4
68.7	-4	-1.78009102625367E-4
68.72	9	4.00520480907075E-4
68.74	17	7.56538686157808E-4
68.76	6	2.6701365393805E-4
68.78	2	8.90045513126833E-5
68.8	2	8.90045513126833E-5
68.82	0	0
68.84	9	4.00520480907075E-4
68.86	2	8.90045513126833E-5
68.88	-11	-4.89525032219758E-4
68.9	0	0
68.92	3	1.33506826969025E-4
68.94	6	2.6701365393805E-4
68.96	5	2.22511378281708E-4
68.98	7	3.11515929594392E-4
69	0	0
69.02	-6	-2.6701365393805E-4
69.04	2	8.90045513126833E-5
69.06	5	2.22511378281708E-4
69.08	0	0
69.1	8	3.56018205250733E-4
69.12	-2	-8.90045513126833E-5
69.14	0	0
69.16	-2	-8.90045513126833E-5
69.18	-2	-8.90045513126833E-5
69.2	8	3.56018205250733E-4
69.22	7	3.11515929594392E-4
69.24	4	1.78009102625367E-4
69.26	9	4.00520480907075E-4
69.28	3	1.33506826969025E-4
69.3	-7	-3.11515929594392E-4
69.32	-3	-1.33506826969025E-4
69.34	3	1.33506826969025E-4
69.36	7	3.11515929594392E-4
69.38	8	3.56018205250733E-4
69.4	3	1.33506826969025E-4
69.42	7	3.11515929594392E-4
69.44	6	2.6701365393805E-4
69.46	4	1.78009102625367E-4
69.48	0	0
69.5	-2	-8.90045513126833E-5
69.52	-4	-1.78009102625367E-4
69.54	-5	-2.22511378281708E-4
69.56	0	0
69.58	4	1.78009102625367E-4
69.6	4	1.78009102625367E-4
69.62	9	4.00520480907075E-4
69.64	5	2.22511378281708E-4
69.66	0	0
69.68	4	1.78009102625367E-4
69.7	7	3.11515929594392E-4
69.72	6	2.6701365393805E-4
69.74	12	5.340273078761E-4
69.76	6	2.6701365393805E-4
69.78	3	1.33506826969025E-4
69.8	7	3.11515929594392E-4
69.82	4	1.78009102625367E-4
69.84	4	1.78009102625367E-4
69.86	10	4.45022756563417E-4
69.88	8	3.56018205250733E-4
69.9	2	8.90045513126833E-5
69.92	5	2.22511378281708E-4
69.94	16	7.12036410501467E-4
69.96	7	3.11515929594392E-4
69.98	2	8.90045513126833E-5
70	1	4.45022756563417E-5
70.02	-2	-8.90045513126833E-5
70.04	5	2.22511378281708E-4
70.06	7	3.11515929594392E-4
70.08	9	4.00520480907075E-4
70.1	4	1.78009102625367E-4
70.12	6	2.6701365393805E-4
70.14	0	0
70.16	3	1.33506826969025E-4
70.18	0	0
70.2	6	2.6701365393805E-4
70.22	7	3.11515929594392E-4
70.24	-2	-8.90045513126833E-5
70.26	3	1.33506826969025E-4
70.28	4	1.78009102625367E-4
70.3	-2	-8.90045513126833E-5
70.32	12	5.340273078761E-4
70.34	15	6.67534134845125E-4
70.36	8	3.56018205250733E-4
70.38	-6	-2.6701365393805E-4
70.4	-7	-3.11515929594392E-4
70.42	1	4.45022756563417E-5
70.44	6	2.6701365393805E-4
70.46	8	3.56018205250733E-4
70.48	5	2.22511378281708E-4
70.5	1	4.45022756563417E-5
70.52	5	2.22511378281708E-4
70.54	10	4.45022756563417E-4
70.56	4	1.78009102625367E-4
70.58	-1	-4.45022756563417E-5
70.6	4	1.78009102625367E-4
70.62	-2	-8.90045513126833E-5
70.64	6	2.6701365393805E-4
70.66	6	2.6701365393805E-4
70.68	-6	-2.6701365393805E-4
70.7	10	4.45022756563417E-4
70.72	8	3.56018205250733E-4
70.74	6	2.6701365393805E-4
70.76	9	4.00520480907075E-4
70.78	8	3.56018205250733E-4
70.8	3	1.33506826969025E-4
70.82	3	1.33506826969025E-4
70.84	-4	-1.78009102625367E-4
70.86	-3	-1.33506826969025E-4
70.88	6	2.6701365393805E-4
70.9	9	4.00520480907075E-4
70.92	2	8.90045513126833E-5
70.94	8	3.56018205250733E-4
70.96	1	4.45022756563417E-5
70.98	5	2.22511378281708E-4
71	8	3.56018205250733E-4
71.02	5	2.22511378281708E-4
71.04	6	2.6701365393805E-4
71.06	4	1.78009102625367E-4
71.08	0	0
71.1	10	4.45022756563417E-4
71.12	8	3.56018205250733E-4
71.14	6	2.6701365393805E-4
71.16	-2	-8.90045513126833E-5
71.18	6	2.6701365393805E-4
71.2	-7	-3.11515929594392E-4
71.22	4	1.78009102625367E-4
71.24	3	1.33506826969025E-4
71.26	1	4.45022756563417E-5
71.28	3	1.33506826969025E-4
71.3	7	3.11515929594392E-4
71.32	-5	-2.22511378281708E-4
71.34	1	4.45022756563417E-5
71.36	9	4.00520480907075E-4
71.38	6	2.6701365393805E-4
71.4	6	2.6701365393805E-4
71.42	0	0
71.44	10	4.45022756563417E-4
71.46	8	3.56018205250733E-4
71.48	9	4.00520480907075E-4
71.5	11	4.89525032219758E-4
71.52	1	4.45022756563417E-5
71.54	0	0
71.56	7	3.11515929594392E-4
71.58	9	4.00520480907075E-4
71.6	4	1.78009102625367E-4
71.62	12	5.340273078761E-4
71.64	10	4.45022756563417E-4
71.66	4	1.78009102625367E-4
71.68	9	4.00520480907075E-4
71.7	3	1.33506826969025E-4
71.72	2	8.90045513126833E-5
71.74	2	8.90045513126833E-5
71.76	4	1.78009102625367E-4
71.78	2	8.90045513126833E-5
71.8	0	0
71.82	1	4.45022756563417E-5
71.84	-1	-4.45022756563417E-5
71.86	-3	-1.33506826969025E-4
71.88	-3	-1.33506826969025E-4
71.9	6	2.6701365393805E-4
71.92	1	4.45022756563417E-5
71.94	0	0
71.96	4	1.78009102625367E-4
71.98	10	4.45022756563417E-4
72	11	4.89525032219758E-4
72.02	10	4.45022756563417E-4
72.04	9	4.00520480907075E-4
72.06	4	1.78009102625367E-4
72.08	8	3.56018205250733E-4
72.1	8	3.56018205250733E-4
72.12	7	3.11515929594392E-4
72.14	5	2.22511378281708E-4
72.16	-4	-1.78009102625367E-4
72.18	2	8.90045513126833E-5
72.2	3	1.33506826969025E-4
72.22	1	4.45022756563417E-5
72.24	1	4.45022756563417E-5
72.26	4	1.78009102625367E-4
72.28	5	2.22511378281708E-4
72.3	7	3.11515929594392E-4
72.32	-1	-4.45022756563417E-5
72.34	6	2.6701365393805E-4
72.36	5	2.22511378281708E-4
72.38	10	4.45022756563417E-4
72.4	2	8.90045513126833E-5
72.42	4	1.78009102625367E-4
72.44	-4	-1.78009102625367E-4
72.46	0	0
72.48	1	4.45022756563417E-5
72.5	0	0
72.52	-1	-4.45022756563417E-5
72.54	4	1.78009102625367E-4
72.56	10	4.45022756563417E-4
72.58	0	0
72.6	2	8.90045513126833E-5
72.62	7	3.11515929594392E-4
72.64	9	4.00520480907075E-4
72.66	13	5.78529583532442E-4
72.68	5	2.22511378281708E-4
72.7	10	4.45022756563417E-4
72.72	-1	-4.45022756563417E-5
72.74	0	0
72.76	2	8.90045513126833E-5
72.78	-2	-8.90045513126833E-5
72.8	4	1.78009102625367E-4
72.82	9	4.00520480907075E-4
72.84	3	1.33506826969025E-4
72.86	0	0
72.88	6	2.6701365393805E-4
72.9	0	0
72.92	-3	-1.33506826969025E-4
72.94	1	4.45022756563417E-5
72.96	-3	-1.33506826969025E-4
72.98	4	1.78009102625367E-4
73	11	4.89525032219758E-4
73.02	2	8.90045513126833E-5
73.04	-4	-1.78009102625367E-4
73.06	3	1.33506826969025E-4
73.08	2	8.90045513126833E-5
73.1	3	1.33506826969025E-4
73.12	8	3.56018205250733E-4
73.14	5	2.22511378281708E-4
73.16	-5	-2.22511378281708E-4
73.18	-2	-8.90045513126833E-5
73.2	9	4.00520480907075E-4
73.22	4	1.78009102625367E-4
73.24	2	8.90045513126833E-5
73.26	5	2.22511378281708E-4
73.28	-5	-2.22511378281708E-4
73.3	-8	-3.56018205250733E-4
73.32	0	0
73.34	1	4.45022756563417E-5
73.36	11	4.89525032219758E-4
73.38	9	4.00520480907075E-4
73.4	7	3.11515929594392E-4
73.42	-2	-8.90045513126833E-5
73.44	0	0
73.46	5	2.22511378281708E-4
73.48	9	4.00520480907075E-4
73.5	13	5.78529583532442E-4
73.52	2	8.90045513126833E-5
73.54	-3	-1.33506826969025E-4
73.56	-6	-2.6701365393805E-4
73.58	-6	-2.6701365393805E-4
73.6	-6	-2.6701365393805E-4
73.62	1	4.45022756563417E-5
73.64	2	8.90045513126833E-5
73.66	5	2.22511378281708E-4
73.68	1	4.45022756563417E-5
73.7	15	6.67534134845125E-4
73.72	8	3.56018205250733E-4
73.74	12	5.340273078761E-4
73.76	1	4.45022756563417E-5
73.78	5	2.22511378281708E-4
73.8	2	8.90045513126833E-5
73.82	1	4.45022756563417E-5
73.84	5	2.22511378281708E-4
73.86	7	3.11515929594392E-4
73.88	1	4.45022756563417E-5
73.9	10	4.45022756563417E-4
73.92	8	3.56018205250733E-4
73.94	2	8.90045513126833E-5
73.96	-4	-1.78009102625367E-4
73.98	3	1.33506826969025E-4
74	9	4.00520480907075E-4
74.02	7	3.11515929594392E-4
74.04	-1	-4.45022756563417E-5
74.06	-1	-4.45022756563417E-5
74.08	-1	-4.45022756563417E-5
74.1	4	1.78009102625367E-4
74.12	9	4.00520480907075E-4
74.14	8	3.56018205250733E-4
74.16	-2	-8.90045513126833E-5
74.18	7	3.11515929594392E-4
74.2	11	4.89525032219758E-4
74.22	18	8.0104096181415E-4
74.24	3	1.33506826969025E-4
74.26	8	3.56018205250733E-4
74.28	6	2.6701365393805E-4
74.3	0	0
74.32	15	6.67534134845125E-4
74.34	2	8.90045513126833E-5
74.36	8	3.56018205250733E-4
74.38	12	5.340273078761E-4
74.4	7	3.11515929594392E-4
74.42	4	1.78009102625367E-4
74.44	-3	-1.33506826969025E-4
74.46	-1	-4.45022756563417E-5
74.48	7	3.11515929594392E-4
74.5	6	2.6701365393805E-4
74.52	2	8.90045513126833E-5
74.54	7	3.11515929594392E-4
74.56	1	4.45022756563417E-5
74.58	4	1.78009102625367E-4
74.6	7	3.11515929594392E-4
74.62	8	3.56018205250733E-4
74.64	10	4.45022756563417E-4
74.66	7	3.11515929594392E-4
74.68	-1	-4.45022756563417E-5
74.7	-1	-4.45022756563417E-5
74.72	9	4.00520480907075E-4
74.74	3	1.33506826969025E-4
74.76	4	1.78009102625367E-4
74.78	5	2.22511378281708E-4
74.8	0	0
74.82	-1	-4.45022756563417E-5
74.84	2	8.90045513126833E-5
74.86	0	0
74.88	1	4.45022756563417E-5
74.9	-1	-4.45022756563417E-5
74.92	-1	-4.45022756563417E-5
74.94	-2	-8.90045513126833E-5
74.96	16	7.12036410501467E-4
74.98	6	2.6701365393805E-4
