Time [µs]	v0J3	v0J3
7.64	7	5.61539069754253E-4
7.66	9	7.21978803969753E-4
7.68	24	0.00192527681058601
7.7	-10	-8.02198671077504E-4
7.72	9	7.21978803969753E-4
7.74	10	8.02198671077504E-4
7.76	-5	-4.01099335538752E-4
7.78	8	6.41758936862003E-4
7.8	3	2.40659601323251E-4
7.82	-1	-8.02198671077504E-5
7.84	-3	-2.40659601323251E-4
7.86	-5	-4.01099335538752E-4
7.88	-10	-8.02198671077504E-4
7.9	-5	-4.01099335538752E-4
7.92	5	4.01099335538752E-4
7.94	-4	-3.20879468431001E-4
7.96	1	8.02198671077504E-5
7.98	7	5.61539069754253E-4
8	1	8.02198671077504E-5
8.02	-12	-9.62638405293004E-4
8.04	-9	-7.21978803969753E-4
8.06	12	9.62638405293004E-4
8.08	10	8.02198671077504E-4
8.1	4	3.20879468431001E-4
8.12	3	2.40659601323251E-4
8.14	4	3.20879468431001E-4
8.16	11	8.82418538185254E-4
8.18	1	8.02198671077504E-5
8.2	-9	-7.21978803969753E-4
8.22	-4	-3.20879468431001E-4
8.24	7	5.61539069754253E-4
8.26	-5	-4.01099335538752E-4
8.28	10	8.02198671077504E-4
8.3	5	4.01099335538752E-4
8.32	8	6.41758936862003E-4
8.34	14	0.00112307813950851
8.36	15	0.00120329800661626
8.38	4	3.20879468431001E-4
8.4	-6	-4.81319202646502E-4
8.42	-5	-4.01099335538752E-4
8.44	1	8.02198671077504E-5
8.46	1	8.02198671077504E-5
8.48	6	4.81319202646502E-4
8.5	16	0.00128351787372401
8.52	11	8.82418538185254E-4
8.54	-7	-5.61539069754253E-4
8.56	1	8.02198671077504E-5
8.58	2	1.60439734215501E-4
8.6	4	3.20879468431001E-4
8.62	-8	-6.41758936862003E-4
8.64	-6	-4.81319202646502E-4
8.66	4	3.20879468431001E-4
8.68	25	0.00200549667769376
8.7	12	9.62638405293004E-4
8.72	7	5.61539069754253E-4
8.74	7	5.61539069754253E-4
8.76	8	6.41758936862003E-4
8.78	-1	-8.02198671077504E-5
8.8	2	1.60439734215501E-4
8.82	10	8.02198671077504E-4
8.84	12	9.62638405293004E-4
8.86	4	3.20879468431001E-4
8.88	-1	-8.02198671077504E-5
8.9	6	4.81319202646502E-4
8.92	12	9.62638405293004E-4
8.94	12	9.62638405293004E-4
8.96	7	5.61539069754253E-4
8.98	1	8.02198671077504E-5
9	11	8.82418538185254E-4
9.02	11	8.82418538185254E-4
9.04	3	2.40659601323251E-4
9.06	6	4.81319202646502E-4
9.08	12	9.62638405293004E-4
9.1	5	4.01099335538752E-4
9.12	9	7.21978803969753E-4
9.14	4	3.20879468431001E-4
9.16	0	0
9.18	14	0.00112307813950851
9.2	5	4.01099335538752E-4
9.22	17	0.00136373774083176
9.24	10	8.02198671077504E-4
9.26	1	8.02198671077504E-5
9.28	-3	-2.40659601323251E-4
9.3	-5	-4.01099335538752E-4
9.32	1	8.02198671077504E-5
9.34	-7	-5.61539069754253E-4
9.36	-2	-1.60439734215501E-4
9.38	0	0
9.4	6	4.81319202646502E-4
9.42	3	2.40659601323251E-4
9.44	7	5.61539069754253E-4
9.46	6	4.81319202646502E-4
9.48	4	3.20879468431001E-4
9.5	2	1.60439734215501E-4
9.52	4	3.20879468431001E-4
9.54	6	4.81319202646502E-4
9.56	-4	-3.20879468431001E-4
9.58	1	8.02198671077504E-5
9.6	2	1.60439734215501E-4
9.62	11	8.82418538185254E-4
9.64	12	9.62638405293004E-4
9.66	9	7.21978803969753E-4
9.68	4	3.20879468431001E-4
9.7	0	0
9.72	-4	-3.20879468431001E-4
9.74	-4	-3.20879468431001E-4
9.76	4	3.20879468431001E-4
9.78	13	0.00104285827240075
9.8	14	0.00112307813950851
9.82	-7	-5.61539069754253E-4
9.84	-13	-0.00104285827240075
9.86	3	2.40659601323251E-4
9.88	7	5.61539069754253E-4
9.9	8	6.41758936862003E-4
9.92	16	0.00128351787372401
9.94	-3	-2.40659601323251E-4
9.96	0	0
9.98	9	7.21978803969753E-4
10	-3	-2.40659601323251E-4
10.02	-1	-8.02198671077504E-5
10.04	-1	-8.02198671077504E-5
10.06	16	0.00128351787372401
10.08	7	5.61539069754253E-4
10.1	11	8.82418538185254E-4
10.12	17	0.00136373774083176
10.14	18	0.00144395760793951
10.16	8	6.41758936862003E-4
10.18	0	0
10.2	12	9.62638405293004E-4
10.22	8	6.41758936862003E-4
10.24	19	0.00152417747504726
10.26	7	5.61539069754253E-4
10.28	1	8.02198671077504E-5
10.3	6	4.81319202646502E-4
10.32	8	6.41758936862003E-4
10.34	6	4.81319202646502E-4
10.36	6	4.81319202646502E-4
10.38	3	2.40659601323251E-4
10.4	7	5.61539069754253E-4
10.42	3	2.40659601323251E-4
10.44	4	3.20879468431001E-4
10.46	14	0.00112307813950851
10.48	11	8.82418538185254E-4
10.5	14	0.00112307813950851
10.52	13	0.00104285827240075
10.54	7	5.61539069754253E-4
10.56	8	6.41758936862003E-4
10.58	2	1.60439734215501E-4
10.6	-5	-4.01099335538752E-4
10.62	7	5.61539069754253E-4
10.64	13	0.00104285827240075
10.66	5	4.01099335538752E-4
10.68	9	7.21978803969753E-4
10.7	20	0.00160439734215501
10.72	26	0.00208571654480151
10.74	13	0.00104285827240075
10.76	11	8.82418538185254E-4
10.78	13	0.00104285827240075
10.8	8	6.41758936862003E-4
10.82	10	8.02198671077504E-4
10.84	13	0.00104285827240075
10.86	11	8.82418538185254E-4
10.88	12	9.62638405293004E-4
10.9	12	9.62638405293004E-4
10.92	12	9.62638405293004E-4
10.94	19	0.00152417747504726
10.96	15	0.00120329800661626
10.98	5	4.01099335538752E-4
11	2	1.60439734215501E-4
11.02	7	5.61539069754253E-4
11.04	1	8.02198671077504E-5
11.06	9	7.21978803969753E-4
11.08	10	8.02198671077504E-4
11.1	7	5.61539069754253E-4
11.12	6	4.81319202646502E-4
11.14	11	8.82418538185254E-4
11.16	7	5.61539069754253E-4
11.18	13	0.00104285827240075
11.2	6	4.81319202646502E-4
11.22	5	4.01099335538752E-4
11.24	-2	-1.60439734215501E-4
11.26	5	4.01099335538752E-4
11.28	10	8.02198671077504E-4
11.3	15	0.00120329800661626
11.32	8	6.41758936862003E-4
11.34	7	5.61539069754253E-4
11.36	4	3.20879468431001E-4
11.38	9	7.21978803969753E-4
11.4	1	8.02198671077504E-5
11.42	15	0.00120329800661626
11.44	14	0.00112307813950851
11.46	14	0.00112307813950851
11.48	18	0.00144395760793951
11.5	15	0.00120329800661626
11.52	14	0.00112307813950851
11.54	11	8.82418538185254E-4
11.56	6	4.81319202646502E-4
11.58	5	4.01099335538752E-4
11.6	4	3.20879468431001E-4
11.62	16	0.00128351787372401
11.64	10	8.02198671077504E-4
11.66	20	0.00160439734215501
11.68	13	0.00104285827240075
11.7	17	0.00136373774083176
11.72	16	0.00128351787372401
11.74	14	0.00112307813950851
11.76	-1	-8.02198671077504E-5
11.78	0	0
11.8	9	7.21978803969753E-4
11.82	19	0.00152417747504726
11.84	24	0.00192527681058601
11.86	3	2.40659601323251E-4
11.88	7	5.61539069754253E-4
11.9	11	8.82418538185254E-4
11.92	6	4.81319202646502E-4
11.94	-4	-3.20879468431001E-4
11.96	1	8.02198671077504E-5
11.98	12	9.62638405293004E-4
12	10	8.02198671077504E-4
12.02	21	0.00168461720926276
12.04	14	0.00112307813950851
12.06	9	7.21978803969753E-4
12.08	17	0.00136373774083176
12.1	11	8.82418538185254E-4
12.12	11	8.82418538185254E-4
12.14	18	0.00144395760793951
12.16	11	8.82418538185254E-4
12.18	13	0.00104285827240075
12.2	13	0.00104285827240075
12.22	24	0.00192527681058601
12.24	13	0.00104285827240075
12.26	16	0.00128351787372401
12.28	21	0.00168461720926276
12.3	19	0.00152417747504726
12.32	20	0.00160439734215501
12.34	6	4.81319202646502E-4
12.36	14	0.00112307813950851
12.38	18	0.00144395760793951
12.4	14	0.00112307813950851
12.42	9	7.21978803969753E-4
12.44	12	9.62638405293004E-4
12.46	16	0.00128351787372401
12.48	15	0.00120329800661626
12.5	4	3.20879468431001E-4
12.52	13	0.00104285827240075
12.54	12	9.62638405293004E-4
12.56	8	6.41758936862003E-4
12.58	11	8.82418538185254E-4
12.6	15	0.00120329800661626
12.62	11	8.82418538185254E-4
12.64	8	6.41758936862003E-4
12.66	6	4.81319202646502E-4
12.68	10	8.02198671077504E-4
12.7	10	8.02198671077504E-4
12.72	0	0
12.74	1	8.02198671077504E-5
12.76	5	4.01099335538752E-4
12.78	14	0.00112307813950851
12.8	16	0.00128351787372401
12.82	15	0.00120329800661626
12.84	14	0.00112307813950851
12.86	15	0.00120329800661626
12.88	15	0.00120329800661626
12.9	16	0.00128351787372401
12.92	5	4.01099335538752E-4
12.94	13	0.00104285827240075
12.96	16	0.00128351787372401
12.98	8	6.41758936862003E-4
13	25	0.00200549667769376
13.02	16	0.00128351787372401
13.04	11	8.82418538185254E-4
13.06	12	9.62638405293004E-4
13.08	7	5.61539069754253E-4
13.1	14	0.00112307813950851
13.12	18	0.00144395760793951
13.14	19	0.00152417747504726
13.16	15	0.00120329800661626
13.18	6	4.81319202646502E-4
13.2	29	0.00232637614612476
13.22	15	0.00120329800661626
13.24	17	0.00136373774083176
13.26	21	0.00168461720926276
13.28	16	0.00128351787372401
13.3	20	0.00160439734215501
13.32	15	0.00120329800661626
13.34	22	0.00176483707637051
13.36	12	9.62638405293004E-4
13.38	15	0.00120329800661626
13.4	14	0.00112307813950851
13.42	6	4.81319202646502E-4
13.44	9	7.21978803969753E-4
13.46	21	0.00168461720926276
13.48	16	0.00128351787372401
13.5	20	0.00160439734215501
13.52	17	0.00136373774083176
13.54	7	5.61539069754253E-4
13.56	10	8.02198671077504E-4
13.58	6	4.81319202646502E-4
13.6	14	0.00112307813950851
13.62	10	8.02198671077504E-4
13.64	12	9.62638405293004E-4
13.66	9	7.21978803969753E-4
13.68	17	0.00136373774083176
13.7	14	0.00112307813950851
13.72	10	8.02198671077504E-4
13.74	14	0.00112307813950851
13.76	22	0.00176483707637051
13.78	17	0.00136373774083176
13.8	13	0.00104285827240075
13.82	20	0.00160439734215501
13.84	23	0.00184505694347826
13.86	26	0.00208571654480151
13.88	18	0.00144395760793951
13.9	13	0.00104285827240075
13.92	22	0.00176483707637051
13.94	13	0.00104285827240075
13.96	7	5.61539069754253E-4
13.98	5	4.01099335538752E-4
14	9	7.21978803969753E-4
14.02	20	0.00160439734215501
14.04	21	0.00168461720926276
14.06	8	6.41758936862003E-4
14.08	12	9.62638405293004E-4
14.1	15	0.00120329800661626
14.12	23	0.00184505694347826
14.14	18	0.00144395760793951
14.16	5	4.01099335538752E-4
14.18	7	5.61539069754253E-4
14.2	12	9.62638405293004E-4
14.22	12	9.62638405293004E-4
14.24	14	0.00112307813950851
14.26	7	5.61539069754253E-4
14.28	9	7.21978803969753E-4
14.3	17	0.00136373774083176
14.32	25	0.00200549667769376
14.34	23	0.00184505694347826
14.36	21	0.00168461720926276
14.38	25	0.00200549667769376
14.4	17	0.00136373774083176
14.42	19	0.00152417747504726
14.44	23	0.00184505694347826
14.46	22	0.00176483707637051
14.48	13	0.00104285827240075
14.5	14	0.00112307813950851
14.52	14	0.00112307813950851
14.54	18	0.00144395760793951
14.56	22	0.00176483707637051
14.58	18	0.00144395760793951
14.6	13	0.00104285827240075
14.62	9	7.21978803969753E-4
14.64	9	7.21978803969753E-4
14.66	9	7.21978803969753E-4
14.68	10	8.02198671077504E-4
14.7	15	0.00120329800661626
14.72	8	6.41758936862003E-4
14.74	10	8.02198671077504E-4
14.76	7	5.61539069754253E-4
14.78	4	3.20879468431001E-4
14.8	12	9.62638405293004E-4
14.82	20	0.00160439734215501
14.84	33	0.00264725561455576
14.86	16	0.00128351787372401
14.88	14	0.00112307813950851
14.9	27	0.00216593641190926
14.92	21	0.00168461720926276
14.94	11	8.82418538185254E-4
14.96	12	9.62638405293004E-4
14.98	19	0.00152417747504726
15	17	0.00136373774083176
15.02	16	0.00128351787372401
15.04	18	0.00144395760793951
15.06	10	8.02198671077504E-4
15.08	11	8.82418538185254E-4
15.1	11	8.82418538185254E-4
15.12	15	0.00120329800661626
15.14	10	8.02198671077504E-4
15.16	4	3.20879468431001E-4
15.18	2	1.60439734215501E-4
15.2	12	9.62638405293004E-4
15.22	20	0.00160439734215501
15.24	25	0.00200549667769376
15.26	11	8.82418538185254E-4
15.28	21	0.00168461720926276
15.3	14	0.00112307813950851
15.32	12	9.62638405293004E-4
15.34	9	7.21978803969753E-4
15.36	12	9.62638405293004E-4
15.38	22	0.00176483707637051
15.4	18	0.00144395760793951
15.42	12	9.62638405293004E-4
15.44	10	8.02198671077504E-4
15.46	7	5.61539069754253E-4
15.48	20	0.00160439734215501
15.5	12	9.62638405293004E-4
15.52	3	2.40659601323251E-4
15.54	7	5.61539069754253E-4
15.56	10	8.02198671077504E-4
15.58	12	9.62638405293004E-4
15.6	9	7.21978803969753E-4
15.62	7	5.61539069754253E-4
15.64	9	7.21978803969753E-4
15.66	17	0.00136373774083176
15.68	19	0.00152417747504726
15.7	14	0.00112307813950851
15.72	7	5.61539069754253E-4
15.74	14	0.00112307813950851
15.76	7	5.61539069754253E-4
15.78	-1	-8.02198671077504E-5
15.8	3	2.40659601323251E-4
15.82	7	5.61539069754253E-4
15.84	18	0.00144395760793951
15.86	20	0.00160439734215501
15.88	14	0.00112307813950851
15.9	20	0.00160439734215501
15.92	15	0.00120329800661626
15.94	9	7.21978803969753E-4
15.96	2	1.60439734215501E-4
15.98	18	0.00144395760793951
16	17	0.00136373774083176
16.02	16	0.00128351787372401
16.04	19	0.00152417747504726
16.06	24	0.00192527681058601
16.08	12	9.62638405293004E-4
16.1	13	0.00104285827240075
16.12	14	0.00112307813950851
16.14	26	0.00208571654480151
16.16	18	0.00144395760793951
16.18	13	0.00104285827240075
16.2	14	0.00112307813950851
16.22	8	6.41758936862003E-4
16.24	9	7.21978803969753E-4
16.26	10	8.02198671077504E-4
16.28	14	0.00112307813950851
16.3	4	3.20879468431001E-4
16.32	12	9.62638405293004E-4
16.34	14	0.00112307813950851
16.36	15	0.00120329800661626
16.38	20	0.00160439734215501
16.4	13	0.00104285827240075
16.42	5	4.01099335538752E-4
16.44	11	8.82418538185254E-4
16.46	5	4.01099335538752E-4
16.48	10	8.02198671077504E-4
16.5	17	0.00136373774083176
16.52	10	8.02198671077504E-4
16.54	7	5.61539069754253E-4
16.56	9	7.21978803969753E-4
16.58	6	4.81319202646502E-4
16.6	12	9.62638405293004E-4
16.62	15	0.00120329800661626
16.64	10	8.02198671077504E-4
16.66	17	0.00136373774083176
16.68	13	0.00104285827240075
16.7	11	8.82418538185254E-4
16.72	8	6.41758936862003E-4
16.74	7	5.61539069754253E-4
16.76	10	8.02198671077504E-4
16.78	15	0.00120329800661626
16.8	16	0.00128351787372401
16.82	10	8.02198671077504E-4
16.84	11	8.82418538185254E-4
16.86	11	8.82418538185254E-4
16.88	12	9.62638405293004E-4
16.9	9	7.21978803969753E-4
16.92	14	0.00112307813950851
16.94	8	6.41758936862003E-4
16.96	12	9.62638405293004E-4
16.98	8	6.41758936862003E-4
17	5	4.01099335538752E-4
17.02	8	6.41758936862003E-4
17.04	20	0.00160439734215501
17.06	16	0.00128351787372401
17.08	16	0.00128351787372401
17.1	12	9.62638405293004E-4
17.12	7	5.61539069754253E-4
17.14	13	0.00104285827240075
17.16	9	7.21978803969753E-4
17.18	5	4.01099335538752E-4
17.2	10	8.02198671077504E-4
17.22	5	4.01099335538752E-4
17.24	11	8.82418538185254E-4
17.26	5	4.01099335538752E-4
17.28	11	8.82418538185254E-4
17.3	11	8.82418538185254E-4
17.32	12	9.62638405293004E-4
17.34	13	0.00104285827240075
17.36	14	0.00112307813950851
17.38	12	9.62638405293004E-4
17.4	10	8.02198671077504E-4
17.42	11	8.82418538185254E-4
17.44	11	8.82418538185254E-4
17.46	10	8.02198671077504E-4
17.48	11	8.82418538185254E-4
17.5	5	4.01099335538752E-4
17.52	4	3.20879468431001E-4
17.54	12	9.62638405293004E-4
17.56	9	7.21978803969753E-4
17.58	4	3.20879468431001E-4
17.6	7	5.61539069754253E-4
17.62	4	3.20879468431001E-4
17.64	11	8.82418538185254E-4
17.66	12	9.62638405293004E-4
17.68	22	0.00176483707637051
17.7	8	6.41758936862003E-4
17.72	10	8.02198671077504E-4
17.74	5	4.01099335538752E-4
17.76	5	4.01099335538752E-4
